name,team,number,position,min,goal,assist,yellow,red,shot,pass,aer,mom,rating
Bruno Fernandes,Man Utd,28,M(CLR),3110,18,12,6,0,3.3,0.7829999999999999,0.4,6,7.43
Aaron Wan Bissaka,Man Utd,25,"D(R),M(R)",3060,2,4,3,0,0.2,0.8490000000000001,1.1,3,7.15
Marcus Rashford,Man Utd,25,"AM(CLR),FW",2928,11,9,4,0,2.1,0.821,0.7,3,7.13
James Ward Prowse,Southampton,28,M(CR),3420,8,7,5,0,1.1,0.8640000000000001,1.2,2,7.07
Paul Pogba,Man Utd,30,M(CL),1896,3,3,3,0,1.2,0.83,2.1,4,7.06
Harry Maguire,Man Utd,30,D(C),3048,2,1,11,0,1.1,0.873,4.0,4,7.04
Luke Shaw,Man Utd,28,"D(CL),M(L)",2657,1,5,8,0,0.3,0.85,1.2,2,7.03
Alex Telles,Man Utd,30,"D(CL),M(L)",692,0,2,0,0,0.6,0.847,1.9,0,6.97
Oriol Romeu,Southampton,31,DMC,1768,1,1,6,0,0.7,0.826,1.5,2,6.93
Scott McTominay,Man Utd,26,"D(C),DMC",2128,4,1,3,0,0.8,0.87,1.5,0,6.93
Anthony Elanga,Man Utd,21,AM(LR),156,1,0,0,0,1.0,0.755,0.5,1,6.93
Fred,Man Utd,30,M(C),2397,1,0,5,0,0.8,0.877,0.3,0,6.92
Timothy Fosu Mensah,Man Utd,25,D(CR),81,0,0,1,0,1.0,0.909,1.0,0,6.92
Jannik Vestergaard,Southampton,31,D(C),2575,3,0,3,1,0.8,0.836,3.3,1,6.89
Anthony Martial,Man Utd,27,"AM(LR),FW",1488,4,3,0,1,2.0,0.8440000000000001,0.8,1,6.84
Kyle Walker Peters,Southampton,26,"D(LR),M(R)",2649,0,2,4,0,0.6,0.809,0.5,0,6.84
Danny Ings,Southampton,31,"AM(C),FW",2185,12,4,1,0,2.0,0.6629999999999999,0.8,2,6.84
Stuart Armstrong,Southampton,31,AM(CLR),2774,4,5,3,0,1.7,0.807,0.2,2,6.82
Amad Diallo,Man Utd,21,AM(CR),167,0,1,0,0,0.3,0.825,0.3,0,6.78
Ché Adams,Southampton,27,"AM(CL),FW",2675,9,5,1,0,1.5,0.703,1.5,0,6.77
Mason Greenwood,Man Utd,21,"AM(R),FW",1826,7,2,2,0,2.2,0.85,0.2,1,6.72
Jan Bednarek,Southampton,27,D(C),3104,1,1,5,1,0.3,0.8240000000000001,2.7,1,6.7
Fraser Forster,Southampton,35,GK,720,0,0,0,0,0.0,0.519,0.4,0,6.7
Victor Lindelöf,Man Utd,29,D(CR),2586,1,1,0,0,0.1,0.898,2.2,0,6.69
Edinson Cavani,Man Utd,36,"AM(LR),FW",1372,10,3,4,0,1.3,0.774,0.4,1,6.67
Mohammed Salisu,Southampton,24,D(CL),843,0,0,1,0,0.3,0.8,1.8,0,6.66
Dean Henderson,Man Utd,26,GK,1125,0,0,3,0,0.0,0.674,0.5,0,6.65
Daniel James,Man Utd,25,"AM(CLR),FW",914,3,1,3,0,1.1,0.813,0.3,0,6.61
Nemanja Matic,Man Utd,35,DMC,1102,0,0,2,0,0.3,0.903,1.0,0,6.58
Theo Walcott,Southampton,34,"M(CLR),FW",1629,3,3,0,0,1.4,0.7440000000000001,0.5,1,6.56
Nathan Redmond,Southampton,29,"AM(CLR),FW",1731,2,3,1,0,1.6,0.768,0.3,0,6.55
Juan Mata,Man Utd,35,AM(CLR),510,1,2,0,0,0.6,0.857,0.1,0,6.54
Jack Stephens,Southampton,29,D(CR),1539,0,0,2,0,0.3,0.812,1.1,1,6.52
Alex McCarthy,Southampton,33,GK,2700,0,0,2,0,0.0,0.61,0.1,1,6.49
David de Gea,Man Utd,32,GK,2296,0,0,0,0,0.0,0.754,0.2,0,6.47
Takumi Minamino,Southampton,28,"AM(CLR),FW",717,2,0,1,0,1.3,0.735,0.6,0,6.42
Ryan Bertrand,Southampton,34,"D(CL),M(L)",2599,0,1,5,0,0.3,0.7959999999999999,1.3,0,6.41
Eric Bailly,Man Utd,29,D(CR),915,0,0,3,0,0.2,0.883,2.0,0,6.41
Moussa Djenepo,Southampton,25,M(LR),1240,1,0,5,0,0.5,0.728,0.4,0,6.37
Donny van de Beek,Man Utd,26,M(C),515,1,1,1,0,0.1,0.861,0.1,0,6.35
Axel Tuanzebe,Man Utd,25,D(CR),402,0,0,2,0,0.0,0.8859999999999999,0.7,0,6.26
Nathan Tella,Southampton,24,"AM(CLR),FW",742,1,1,2,0,0.9,0.7190000000000001,0.1,0,6.25
Ibrahima Diallo,Southampton,24,DMC,1012,0,0,3,0,0.3,0.85,0.5,0,6.22
Brandon Williams,Man Utd,22,"D(L),M(L)",187,0,0,0,0,0.3,0.846,0.0,0,6.21
Will Smallbone,Southampton,23,AM(CR),173,0,0,0,0,0.3,0.836,0.7,0,6.21
Hannibal Mejbri,Man Utd,20,AM(C),8,0,0,0,0,0.0,1.0,0.0,0,6.17
Yan Valery,Southampton,24,"D(CR),M(R)",101,0,0,0,0,0.7,0.889,0.7,0,6.15
Shane Long,Southampton,36,"AM(LR),FW",201,0,0,0,0,0.2,0.5710000000000001,1.2,0,6.11
Caleb Watts,Southampton,21,Midfielder,36,0,0,1,0,0.0,0.583,0.3,0,6.05
Daniel Nlundulu,Southampton,24,FW,102,0,0,0,0,0.1,0.7240000000000001,0.4,0,6.03
Shola Shoretire,Man Utd,19,"AM(C),FW",9,0,0,0,0,0.0,0.833,0.5,0,6.01
William Fish,Man Utd,20,D(C),1,0,0,0,0,0.0,0.0,0.0,0,6.0
Michael Obafemi,Southampton,23,FW,57,0,0,0,0,0.0,1.0,0.0,0,5.98
Jake Vokins,Southampton,23,D(L),66,0,0,0,0,0.0,0.846,0.0,0,5.83
Allan Tchaptchet,Southampton,21,Defender,12,0,0,0,0,0.0,0.0,1.0,0,5.74
Odion Ighalo,Man Utd,34,"AM(C),FW",9,0,0,0,0,0.0,1.0,0.0,0,5.74
Alexandre Jankewitz,Southampton,21,Midfielder,3,0,0,0,1,0.0,0.667,0.0,0,5.68
Kayne Ramsay,Southampton,22,"D(R),M(R)",90,0,0,1,0,0.0,0.789,0.0,0,5.06
