name,team,number,position,min,goal,assist,yellow,red,shot,pass,aer,mom,rating
Jack Grealish,Aston Villa,27,"AM(CL),FW",2184,6,10,6,0,1.9,0.833,1.0,4,7.56
Raphinha,Leeds,26,"AM(LR),FW",2364,6,9,3,0,2.2,0.723,0.3,4,7.22
Ollie Watkins,Aston Villa,27,"AM(LR),FW",3329,14,5,2,1,2.6,0.715,3.7,4,7.18
Kortney Hause,Aston Villa,28,D(CL),630,1,0,2,0,0.7,0.746,5.6,0,7.17
Liam Cooper,Leeds,31,D(C),2188,1,0,4,1,0.6,0.856,3.8,2,7.06
Kiko Casilla,Leeds,36,GK,270,0,0,0,0,0.0,0.872,0.7,0,7.06
Patrick Bamford,Leeds,29,"AM(CLR),FW",3066,17,7,3,0,2.8,0.773,1.2,3,7.03
Kalvin Phillips,Leeds,27,"D(C),DMC",2431,1,2,10,0,0.5,0.847,1.0,1,7.01
Emiliano Martínez,Aston Villa,30,GK,3420,0,0,1,0,0.0,0.625,0.3,3,7.0
Jack Harrison,Leeds,26,"AM(CLR),FW",2858,8,8,2,0,1.3,0.74,0.7,4,6.96
Luke Ayling,Leeds,31,"D(CR),M(R)",3400,0,0,7,0,0.6,0.79,1.7,0,6.94
Matty Cash,Aston Villa,26,"D(R),M(CLR)",2380,0,2,6,1,0.3,0.757,1.3,1,6.93
Illan Meslier,Leeds,23,GK,3150,0,0,0,0,0.0,0.7709999999999999,0.6,3,6.91
Diego Llorente,Leeds,29,"D(C),DMC",1206,1,0,1,0,0.5,0.833,2.2,1,6.9
Matt Targett,Aston Villa,27,"D(L),M(L)",3405,0,2,7,0,0.2,0.78,1.9,0,6.9
John McGinn,Aston Villa,28,M(CR),3330,3,5,12,0,1.2,0.794,0.6,0,6.88
Stuart Dallas,Leeds,32,"D(LR),M(CLR)",3411,8,2,7,0,1.3,0.8370000000000001,0.9,3,6.87
Bertrand Traoré,Aston Villa,27,"AM(R),FW",2338,7,6,1,0,1.8,0.777,0.9,3,6.85
Gaetano Berardi,Leeds,34,D(CLR),114,0,0,0,0,0.5,0.836,2.0,0,6.85
Trézéguet,Aston Villa,28,AM(LR),1166,2,1,0,0,1.7,0.757,1.3,1,6.83
Pascal Struijk,Leeds,24,"D(CL),DMC",2074,1,0,3,0,0.5,0.86,1.7,0,6.81
Tyrone Mings,Aston Villa,30,D(CL),3195,2,2,4,1,0.5,0.779,2.5,0,6.81
Anwar El Ghazi,Aston Villa,28,"AM(LR),FW",1617,10,0,2,0,2.3,0.753,1.0,2,6.78
Conor Hourihane,Aston Villa,32,M(C),228,1,1,0,0,1.3,0.872,0.5,0,6.78
Ross Barkley,Aston Villa,29,M(CLR),1537,3,1,0,0,1.6,0.848,0.9,0,6.75
Ezri Konsa,Aston Villa,25,D(CR),3193,2,0,3,0,0.6,0.847,2.7,1,6.75
Douglas Luiz,Aston Villa,25,M(C),2790,0,2,8,1,0.8,0.857,1.3,0,6.67
Rodrigo,Leeds,32,"M(CLR),FW",1291,7,2,3,0,1.8,0.769,0.9,0,6.67
Ahmed El Mohamady,Aston Villa,35,"D(R),M(R)",832,0,0,2,0,0.6,0.7809999999999999,1.3,0,6.64
Ezgjan Alioski,Leeds,31,"D(L),M(CLR)",2466,2,3,7,0,0.7,0.795,1.1,0,6.62
Robin Koch,Leeds,27,"D(C),DMC",1131,0,0,1,0,0.5,0.862,2.2,0,6.59
Marvelous Nakamba,Aston Villa,29,DMC,751,0,0,3,0,0.2,0.8420000000000001,0.5,0,6.52
Mateusz Klich,Leeds,33,M(CL),2399,4,5,6,0,1.0,0.823,0.4,0,6.51
Tyler Roberts,Leeds,24,"AM(CR),FW",1341,1,2,3,0,1.0,0.716,0.7,0,6.43
Keinan Davis,Aston Villa,25,FW,266,1,1,0,0,0.6,0.74,1.2,0,6.36
Hélder Costa,Leeds,29,AM(CLR),1158,3,3,0,0,0.7,0.7659999999999999,0.2,0,6.32
Pablo Hernández,Leeds,38,M(CLR),419,0,2,1,0,0.9,0.77,0.0,0,6.25
Niall Huggins,Leeds,22,Defender,37,0,0,0,0,0.0,0.882,0.0,0,6.23
Ian Poveda,Leeds,23,AM(R),345,0,0,0,0,0.4,0.757,0.0,0,6.23
Carney Chukwuemeka,Aston Villa,19,AM(C),18,0,0,0,0,0.5,0.667,0.5,0,6.22
Morgan Sanson,Aston Villa,28,M(CLR),291,0,0,3,0,0.2,0.848,0.6,0,6.2
Jacob Ramsey,Aston Villa,22,AM(CLR),619,0,0,0,0,0.5,0.86,0.3,0,6.2
Jamie Shackleton,Leeds,23,"D(R),DMC,M(R)",456,0,0,0,0,0.0,0.8959999999999999,0.0,0,6.18
Leif Davis,Leeds,23,"D(L),M(L)",31,0,0,0,0,0.0,0.895,0.0,0,6.02
Jaden Philogene,Aston Villa,21,M(LR),1,0,0,0,0,0.0,0.5,0.0,0,6.0
Wesley,Aston Villa,26,FW,15,0,0,0,0,0.3,1.0,0.0,0,5.96
Neil Taylor,Aston Villa,34,"D(L),M(L)",16,0,0,1,0,0.0,1.0,0.0,0,5.85
