name,team,number,position,min,goal,assist,yellow,red,shot,pass,aer,mom,rating
Wilfred Ndidi,Leicester,26,"D(C),DMC",2179,1,4,6,0,0.6,0.8690000000000001,2.2,1,7.25
Joe Willock,Newcastle,23,M(C),980,8,0,0,0,1.4,0.7709999999999999,0.8,1,7.13
Allan Saint Maximin,Newcastle,26,"AM(CLR),FW",1568,3,4,0,0,1.2,0.825,0.3,5,7.12
Jamie Vardy,Leicester,36,"AM(L),FW",2846,15,9,1,0,2.4,0.675,1.5,3,7.11
Youri Tielemans,Leicester,26,M(C),3358,6,4,6,0,1.3,0.8170000000000001,0.9,2,7.09
James Justin,Leicester,25,"D(CLR),M(LR)",2070,2,1,4,0,0.4,0.805,1.1,1,7.03
Wesley Fofana,Leicester,22,D(C),2265,0,0,7,0,0.4,0.8640000000000001,3.3,0,7.01
James Maddison,Leicester,26,AM(CLR),2105,8,5,4,0,2.4,0.833,0.1,2,7.0
Harvey Barnes,Leicester,25,AM(CL),1950,9,4,0,0,2.2,0.752,1.0,2,6.98
Jonny Evans,Leicester,35,D(CL),2476,2,2,7,0,0.3,0.8590000000000001,3.3,1,6.87
Martin Dúbravka,Newcastle,34,GK,1170,0,0,0,0,0.0,0.701,0.4,1,6.84
Kelechi Iheanacho,Leicester,26,"AM(C),FW",1458,12,2,1,0,2.4,0.7979999999999999,0.3,2,6.84
Callum Wilson,Newcastle,31,FW,2086,12,5,2,0,1.9,0.695,1.7,4,6.84
Timothy Castagne,Leicester,27,"D(CLR),M(LR)",2346,2,3,1,0,0.3,0.843,1.6,2,6.82
Jonjo Shelvey,Newcastle,31,M(C),2617,1,3,7,0,1.4,0.764,0.9,0,6.8
Karl Darlow,Newcastle,32,GK,2250,0,0,3,0,0.0,0.457,0.7,1,6.79
Joelinton,Newcastle,27,"AM(CLR),FW",1990,4,2,3,0,1.4,0.73,2.7,1,6.75
Marc Albrighton,Leicester,33,"D(R),M(LR)",1744,1,5,2,0,0.7,0.733,0.3,2,6.74
Çaglar Söyüncü,Leicester,27,D(C),1816,1,0,2,0,0.4,0.88,2.7,0,6.74
Christian Fuchs,Leicester,37,"D(CL),M(L)",702,0,0,4,0,0.4,0.821,2.2,1,6.74
Isaac Hayden,Newcastle,28,"D(C),DMC",1946,0,0,8,0,0.7,0.807,2.4,0,6.67
Paul Dummett,Newcastle,31,D(CL),1256,1,0,2,0,0.2,0.741,2.6,0,6.66
Jacob Murphy,Newcastle,28,"D(R),M(LR)",1621,2,3,3,0,1.2,0.705,0.2,1,6.66
Miguel Almirón,Newcastle,29,"AM(CLR),FW",2438,4,1,3,0,1.0,0.82,0.2,1,6.66
Luke Thomas,Leicester,22,"D(L),M(L)",972,1,0,2,0,0.5,0.716,1.4,0,6.65
Ciaran Clark,Newcastle,33,D(CL),1893,1,0,3,0,0.4,0.815,3.1,0,6.64
Federico Fernández,Newcastle,34,D(C),2083,0,0,4,0,0.2,0.807,2.0,1,6.64
