name,team,min,goal,assist,shot,pass,aer,mom,rating
Lionel Messi,Barcelona,3023,30,9,5.6,0.851,0.2,22,8.52
Gerard Moreno,Villarreal,2683,23,7,2.9,0.6970000000000001,1.9,12,7.62
Karim Benzema,Real Madrid,2902,23,9,3.6,0.846,0.8,8,7.57
Casemiro,Real Madrid,2903,6,4,1.4,0.8390000000000001,3.0,4,7.36
Iago Aspas,Celta Vigo,2871,14,13,1.5,0.7879999999999999,0.5,8,7.32
Marcos Llorente,Atletico,2960,12,11,1.3,0.846,0.6,4,7.26
Mikel Merino,Real Sociedad,2157,2,4,1.3,0.767,3.2,4,7.24
Toni Kroos,Real Madrid,2122,3,10,1.2,0.9359999999999999,0.4,3,7.22
Joselu,Deportivo Alaves,3038,11,3,2.5,0.586,6.9,5,7.22
Kieran Trippier,Atletico,2477,0,6,0.1,0.794,1.5,2,7.2
Lionel Messi,Barcelona,3023,30,9,5.6,0.851,0.2,22,8.52
Ángel Jiménez,Granada,90,0,0,0.0,0.452,1.0,0,8.24
Gerard Moreno,Villarreal,2683,23,7,2.9,0.6970000000000001,1.9,12,7.62
Karim Benzema,Real Madrid,2902,23,9,3.6,0.846,0.8,8,7.57
Ansu Fati,Barcelona,437,4,0,2.0,0.838,0.3,2,7.38
Casemiro,Real Madrid,2903,6,4,1.4,0.8390000000000001,3.0,4,7.36
Iago Aspas,Celta Vigo,2871,14,13,1.5,0.7879999999999999,0.5,8,7.32
Marcos Llorente,Atletico,2960,12,11,1.3,0.846,0.6,4,7.26
Mikel Merino,Real Sociedad,2157,2,4,1.3,0.767,3.2,4,7.24
Toni Kroos,Real Madrid,2122,3,10,1.2,0.9359999999999999,0.4,3,7.22
Joselu,Deportivo Alaves,3038,11,3,2.5,0.586,6.9,5,7.22
Kieran Trippier,Atletico,2477,0,6,0.1,0.794,1.5,2,7.2
Lucas Vázquez,Real Madrid,1851,2,5,0.9,0.877,0.4,2,7.2
Geoffrey Kondogbia,Valencia,441,0,0,0.8,0.856,1.4,1,7.19
Diego Llorente,Real Sociedad,90,0,0,0.0,0.828,3.0,0,7.18
Antoine Griezmann,Barcelona,2621,13,7,2.0,0.873,0.5,4,7.17
Javi Galán,SD Huesca,3068,1,2,0.2,0.802,0.4,5,7.16
Yannick Carrasco,Atletico,2189,6,10,1.4,0.807,0.1,4,7.16
Luis Suárez,Atletico,2521,21,3,3.3,0.718,0.8,4,7.16
Luka Modric,Real Madrid,2744,5,3,1.3,0.8809999999999999,0.5,5,7.15
Frenkie de Jong,Barcelona,3159,3,4,0.5,0.919,1.1,2,7.13
Nabil Fekir,Real Betis,2637,5,5,2.6,0.853,0.8,6,7.12
José Campaña,Levante,747,1,2,1.4,0.825,0.4,3,7.12
Dani Parejo,Villarreal,3120,3,4,0.8,0.902,0.7,1,7.1
Thomas Partey,Atletico,199,0,0,1.7,0.8909999999999999,0.7,1,7.09
Jony Álamo,Elche,74,0,0,1.0,0.875,0.0,0,7.09
Carlos Soler,Valencia,2737,11,8,1.2,0.858,0.6,4,7.05
Mikel Oyarzabal,Real Sociedad,2432,11,8,1.9,0.767,0.6,2,7.05
Alexander Isak,Real Sociedad,2361,17,2,2.4,0.727,1.2,6,7.03
Rober Correa,Eibar,1140,0,2,0.4,0.7070000000000001,3.2,1,7.01
Ousmane Dembélé,Barcelona,1781,6,3,1.8,0.858,0.3,3,7.01
Jules Koundé,Sevilla,2976,2,1,0.6,0.9009999999999999,3.0,4,7.01
Fernando,Sevilla,2547,3,4,0.2,0.897,1.8,1,7.0
Jordi Alba,Barcelona,3030,3,5,0.8,0.8690000000000001,0.1,0,7.0
David Silva,Real Sociedad,1408,2,5,1.0,0.85,0.5,0,6.99
Emerson Royal,Real Betis,2993,1,4,0.3,0.812,1.8,2,6.98
Bryan Gil,Eibar,2273,4,3,1.4,0.78,0.5,1,6.96
Manu Sánchez,Atletico,50,0,1,0.0,0.76,0.0,0,6.96
Sergio Barcia,Granada,90,0,0,0.0,0.478,2.0,0,6.96
Sergio Ramos,Real Madrid,1277,2,0,1.1,0.919,2.0,1,6.96
Sergio Canales,Real Betis,2502,8,6,1.5,0.8740000000000001,0.3,0,6.95
Guido Rodríguez,Real Betis,2873,1,0,0.9,0.84,1.6,3,6.95
Kike García,Eibar,3105,12,2,2.4,0.6809999999999999,5.1,3,6.95
Ángel Correa,Atletico,2412,9,8,1.4,0.8,0.3,2,6.94
Dani Carvajal,Real Madrid,952,0,2,0.7,0.847,1.1,0,6.93
Lucas Ocampos,Sevilla,2648,5,4,2.0,0.773,0.9,4,6.93
Stefan Savic,Atletico,2954,1,0,0.2,0.852,2.8,2,6.91
Koke,Atletico,3026,1,2,0.5,0.893,0.7,0,6.9
Maximiliano Gómez,Valencia,2699,7,1,1.7,0.6579999999999999,3.8,0,6.9
Suso,Sevilla,2234,3,4,1.4,0.86,0.1,1,6.89
Jesús Navas,Sevilla,2836,0,6,0.4,0.821,0.6,2,6.88
Sergio Busquets,Barcelona,2530,0,5,0.1,0.9129999999999999,1.1,0,6.88
Renato Tapia,Celta Vigo,2710,0,1,0.5,0.812,2.0,4,6.88
Youssef En Nesyri,Sevilla,2314,18,0,2.1,0.682,2.5,6,6.87
Jan Oblak,Atletico,3420,0,0,0.0,0.589,0.2,2,6.87
Santi Mina,Celta Vigo,2423,12,3,1.3,0.72,3.0,2,6.87
Éder Militão,Real Madrid,1134,1,0,0.9,0.9059999999999999,2.2,1,6.86
Fidel,Elche,2404,6,3,0.6,0.778,0.3,1,6.86
Mauro Arambarri,Getafe,2990,3,0,1.4,0.732,1.6,1,6.86
