name,team,min,goal,assist,shot,pass,aer,mom,rating
Karim Benzema,Real Madrid,2600,27,12,4.0,0.852,0.6,10,7.69
Vinícius Júnior,Real Madrid,2701,17,10,2.3,0.8590000000000001,0.1,8,7.56
Ousmane Dembélé,Barcelona,1413,1,13,2.2,0.8440000000000001,0.2,4,7.46
Nabil Fekir,Real Betis,2812,6,8,2.5,0.8640000000000001,0.8,7,7.38
Casemiro,Real Madrid,2576,1,3,1.3,0.86,3.2,3,7.26
Joselu,Deportivo Alaves,3126,14,4,2.6,0.611,7.7,5,7.25
Iker Muniain,Athletic Bilbao,2803,4,10,1.2,0.848,0.1,6,7.19
Iago Aspas,Celta Vigo,3094,18,6,2.4,0.755,0.6,5,7.19
Dani Parejo,Villarreal,2712,2,10,0.5,0.8759999999999999,0.5,1,7.17
Mikel Merino,Real Sociedad,2896,3,2,1.3,0.7759999999999999,3.3,3,7.16
Kike Hermoso,Real Betis,90,1,0,2.0,0.833,6.0,1,7.77
Karim Benzema,Real Madrid,2600,27,12,4.0,0.852,0.6,10,7.69
Vinícius Júnior,Real Madrid,2701,17,10,2.3,0.8590000000000001,0.1,8,7.56
Ousmane Dembélé,Barcelona,1413,1,13,2.2,0.8440000000000001,0.2,4,7.46
Miguel Gutiérrez,Real Madrid,262,0,1,0.0,0.94,0.7,0,7.44
Gerard Moreno,Villarreal,1194,9,3,2.2,0.6940000000000001,1.1,6,7.44
Nabil Fekir,Real Betis,2812,6,8,2.5,0.8640000000000001,0.8,7,7.38
Andriy Lunin,Real Madrid,180,0,0,0.0,0.851,0.0,1,7.32
Casemiro,Real Madrid,2576,1,3,1.3,0.86,3.2,3,7.26
Joselu,Deportivo Alaves,3126,14,4,2.6,0.611,7.7,5,7.25
Vedat Muriqi,Mallorca,1439,5,3,3.2,0.542,7.3,7,7.22
Iker Muniain,Athletic Bilbao,2803,4,10,1.2,0.848,0.1,6,7.19
Iago Aspas,Celta Vigo,3094,18,6,2.4,0.755,0.6,5,7.19
Dani Parejo,Villarreal,2712,2,10,0.5,0.8759999999999999,0.5,1,7.17
John Donald,Elche,180,0,0,1.0,0.8809999999999999,1.0,0,7.17
Mikel Merino,Real Sociedad,2896,3,2,1.3,0.7759999999999999,3.3,3,7.16
Antoine Griezmann,Barcelona,264,0,0,1.3,0.851,1.3,0,7.15
Pedri,Barcelona,891,3,1,1.0,0.865,0.3,0,7.12
Memphis Depay,Barcelona,1850,12,2,2.2,0.821,0.4,5,7.1
Yannick Carrasco,Atletico,2594,6,6,1.5,0.8059999999999999,0.3,5,7.08
Sergio Busquets,Barcelona,3202,2,0,0.4,0.8759999999999999,1.7,0,7.05
Dani Alves,Barcelona,1103,1,3,0.4,0.88,0.6,1,7.03
Raúl de Tomás,Espanyol,2928,17,3,3.1,0.8390000000000001,1.0,4,7.02
Luka Modric,Real Madrid,2050,2,8,1.0,0.9009999999999999,0.2,0,7.01
Javi Galán,Celta Vigo,3300,0,3,0.5,0.8190000000000001,0.7,1,7.01
Rubén Alcaraz,Cadiz,1106,2,0,1.6,0.855,1.6,0,7.01
Óscar Trejo,Rayo Vallecano,2023,3,9,0.7,0.8220000000000001,0.8,2,7.0
Mathías Olivera,Getafe,2807,1,3,0.8,0.718,3.5,3,6.99
Gonçalo Guedes,Valencia,2614,11,6,1.9,0.685,0.4,5,6.99
Jordi Alba,Barcelona,2648,2,10,1.0,0.866,0.5,2,6.99
Sergio Busquets,Barcelona,3202,2,0,0.4,0.8759999999999999,1.7,0,7.05
Dani Alves,Barcelona,1103,1,3,0.4,0.88,0.6,1,7.03
