home,away,home_score,away_score
Verona,Bologna,2,2
Lazio,Torino,0,0
Crotone,Fiorentina,0,0
Cagliari,Genoa,0,1
Sampdoria,Parma Calcio 1913,3,0
Inter,Udinese,5,1
Napoli,Verona,1,1
Spezia,Roma,2,2
Bologna,Juventus,1,4
Sassuolo,Lazio,2,0
Atalanta,AC Milan,0,2
Torino,Benevento,1,1
Verona,Bologna,2,2
Lazio,Torino,0,0
Crotone,Fiorentina,0,0
Cagliari,Genoa,0,1
Sampdoria,Parma Calcio 1913,3,0
Inter,Udinese,5,1
Napoli,Verona,1,1
Spezia,Roma,2,2
Bologna,Juventus,1,4
Sassuolo,Lazio,2,0
Atalanta,AC Milan,0,2
Torino,Benevento,1,1
Napoli,Udinese,5,1
Cagliari,Fiorentina,0,0
Bologna,Genoa,0,2
Sassuolo,Juventus,1,3
Torino,AC Milan,0,7
Lazio,Parma Calcio 1913,1,0
Inter,Roma,3,1
Sampdoria,Spezia,2,2
Atalanta,Benevento,2,0
Crotone,Verona,2,1
Genoa,Atalanta,3,4
Spezia,Torino,4,1
Juventus,Inter,3,2
Roma,Lazio,2,0
Fiorentina,Napoli,0,2
Udinese,Sampdoria,0,1
Benevento,Crotone,1,1
Parma Calcio 1913,Sassuolo,1,3
AC Milan,Cagliari,0,0
Torino,Parma Calcio 1913,1,0
Udinese,Bologna,1,1
Spezia,Napoli,1,4
Inter,Sampdoria,5,1
Fiorentina,Lazio,2,0
Genoa,Sassuolo,1,2
Verona,Torino,1,1
Benevento,Cagliari,1,3
Parma Calcio 1913,Atalanta,2,5
Roma,Crotone,5,0
Juventus,AC Milan,0,3
Torino,Napoli,0,2
Lazio,AC Milan,3,0
Verona,Spezia,1,1
Crotone,Inter,0,2
AC Milan,Benevento,2,0
Lazio,Genoa,4,3
Sassuolo,Atalanta,1,1
Napoli,Cagliari,1,1
Bologna,Fiorentina,3,3
Udinese,Juventus,1,2
Sampdoria,Roma,2,0
Verona,Fiorentina,1,2
AC Milan,Sassuolo,1,2
Bologna,Torino,1,1
Spezia,Inter,1,1
Juventus,Parma Calcio 1913,3,1
Crotone,Sampdoria,0,1
Genoa,Benevento,2,2
Udinese,Cagliari,0,1
Roma,Atalanta,1,1
Napoli,Lazio,5,2
Genoa,Spezia,2,0
Parma Calcio 1913,Crotone,3,4
Sassuolo,Sampdoria,1,0
Benevento,Udinese,2,4
Inter,Verona,1,0
Fiorentina,Juventus,1,1
Cagliari,Roma,3,2
Atalanta,Bologna,5,0
Benevento,Sassuolo,0,1
Crotone,Udinese,1,2
Sampdoria,Verona,3,1
Sassuolo,Fiorentina,3,1
Cagliari,Parma Calcio 1913,4,3
AC Milan,Genoa,2,1
Lazio,Benevento,5,3
Atalanta,Juventus,1,0
Bologna,Spezia,4,1
Torino,Roma,3,1
Napoli,Inter,1,1
Juventus,Napoli,2,1
Inter,Sassuolo,2,1
Spezia,Crotone,3,2
Parma Calcio 1913,AC Milan,1,3
Udinese,Torino,0,1
Inter,Cagliari,1,0
Sampdoria,Napoli,0,2
Juventus,Genoa,3,1
Verona,Lazio,0,1
Roma,Bologna,1,0
Fiorentina,Atalanta,2,3
AC Milan,Sampdoria,1,1
Lazio,Spezia,2,1
Atalanta,Udinese,3,2
Cagliari,Verona,0,2
Napoli,Crotone,4,3
Genoa,Fiorentina,1,1
Benevento,Parma Calcio 1913,2,2
Sassuolo,Roma,2,2
Torino,Juventus,2,2
Bologna,Inter,0,1
Torino,Sassuolo,3,2
Parma Calcio 1913,Genoa,1,2
Crotone,Bologna,2,3
Spezia,Cagliari,2,1
Verona,Atalanta,0,2
Udinese,Lazio,0,1
Sampdoria,Torino,1,0
Juventus,Benevento,0,1
Fiorentina,AC Milan,2,3
Roma,Napoli,0,2
Inter,Atalanta,1,0
Lazio,Crotone,3,2
Atalanta,Spezia,3,1
Sassuolo,Verona,3,2
Benevento,Fiorentina,1,4
Genoa,Udinese,1,1
Bologna,Sampdoria,3,1
Parma Calcio 1913,Roma,2,0
Torino,Inter,1,2
Cagliari,Juventus,1,3
AC Milan,Napoli,0,1
Juventus,Spezia,3,0
Sassuolo,Napoli,3,3
Fiorentina,Roma,1,2
Genoa,Sampdoria,1,1
AC Milan,Udinese,1,1
Benevento,Verona,0,3
Cagliari,Bologna,1,0
Atalanta,Crotone,5,1
Parma Calcio 1913,Inter,1,2
Spezia,Benevento,1,1
Udinese,Sassuolo,2,0
Juventus,Lazio,3,1
Roma,Genoa,1,0
Verona,AC Milan,0,2
Fiorentina,Parma Calcio 1913,3,3
Crotone,Torino,4,2
Sampdoria,Cagliari,2,2
Napoli,Bologna,3,1
Juventus,Crotone,3,0
Spezia,Parma Calcio 1913,2,2
Bologna,Lazio,2,0
Verona,Juventus,1,1
Sampdoria,Atalanta,0,2
Crotone,Cagliari,0,2
Udinese,Fiorentina,1,0
Inter,Genoa,3,0
Napoli,Benevento,2,0
Roma,AC Milan,1,2
Verona,Parma Calcio 1913,2,1
Fiorentina,Spezia,3,0
Cagliari,Torino,0,1
Lazio,Sampdoria,1,0
Genoa,Verona,2,2
Sassuolo,Bologna,1,1
Parma Calcio 1913,Udinese,2,2
AC Milan,Inter,0,3
Atalanta,Napoli,4,2
Benevento,Roma,0,0
Bologna,Benevento,1,1
Torino,Genoa,0,0
Napoli,Juventus,1,0
Spezia,AC Milan,2,0
Roma,Udinese,3,0
Sampdoria,Fiorentina,2,1
Cagliari,Atalanta,0,1
Crotone,Sassuolo,1,2
Inter,Lazio,3,1
Fiorentina,Inter,0,2
Sassuolo,Spezia,1,2
Atalanta,Torino,3,3
Juventus,Roma,2,0
Genoa,Napoli,2,1
Benevento,Sampdoria,1,1
Udinese,Verona,2,0
AC Milan,Crotone,4,0
Parma Calcio 1913,Bologna,0,3
Lazio,Cagliari,1,0
Torino,Fiorentina,1,1
Bologna,AC Milan,1,2
Sampdoria,Juventus,0,2
Inter,Benevento,4,0
Spezia,Udinese,0,1
Crotone,Genoa,0,3
Cagliari,Sassuolo,1,1
Atalanta,Lazio,1,3
Napoli,Parma Calcio 1913,2,0
Roma,Verona,3,1
Cagliari,AC Milan,0,2
Udinese,Atalanta,1,1
Benevento,Torino,2,2
Roma,Spezia,4,3
Udinese,Inter,0,0
AC Milan,Atalanta,0,3
Fiorentina,Crotone,2,1
Juventus,Bologna,2,0
Verona,Napoli,3,1
Genoa,Cagliari,1,0
Lazio,Sassuolo,2,1
Parma Calcio 1913,Sampdoria,0,2
Spezia,Sampdoria,2,1
Lazio,Roma,3,0
Bologna,Verona,1,0
Torino,Spezia,0,0
Sampdoria,Udinese,2,1
Napoli,Fiorentina,6,0
Sassuolo,Parma Calcio 1913,1,1
Crotone,Benevento,4,1
Atalanta,Genoa,0,0
Inter,Juventus,2,0
Cagliari,Benevento,1,2
Crotone,Roma,1,3
Lazio,Fiorentina,2,1
Sampdoria,Inter,2,1
Sassuolo,Genoa,2,1
Torino,Verona,1,1
Atalanta,Parma Calcio 1913,3,0
Bologna,Udinese,2,2
Napoli,Spezia,1,2
AC Milan,Juventus,1,3
Benevento,Atalanta,1,4
Genoa,Bologna,2,0
AC Milan,Torino,2,0
Roma,Inter,2,2
Udinese,Napoli,1,2
Verona,Crotone,2,1
Parma Calcio 1913,Lazio,0,2
Fiorentina,Cagliari,1,0
Juventus,Sassuolo,3,1
Inter,Crotone,6,2
Parma Calcio 1913,Torino,0,3
Roma,Sampdoria,1,0
Spezia,Verona,0,1
Atalanta,Sassuolo,5,1
Cagliari,Napoli,1,4
Fiorentina,Bologna,0,0
Genoa,Lazio,1,1
Benevento,AC Milan,0,2
Juventus,Udinese,4,1
Crotone,Parma Calcio 1913,2,1
Juventus,Fiorentina,0,3
Verona,Inter,1,2
Bologna,Atalanta,2,2
AC Milan,Lazio,3,2
Napoli,Torino,1,1
Roma,Cagliari,3,2
Sampdoria,Sassuolo,2,3
Spezia,Genoa,1,2
Udinese,Benevento,0,2
Udinese,Crotone,0,0
Benevento,Lazio,1,1
Juventus,Atalanta,1,1
Parma Calcio 1913,Cagliari,0,0
Verona,Sampdoria,1,2
Fiorentina,Sassuolo,1,1
Genoa,AC Milan,2,2
Inter,Napoli,1,0
Spezia,Bologna,2,2
Roma,Torino,3,1
Fiorentina,Verona,1,1
Sampdoria,Crotone,3,1
Parma Calcio 1913,Juventus,0,4
Torino,Bologna,1,1
Sassuolo,AC Milan,1,2
Inter,Spezia,2,1
Benevento,Genoa,2,0
Cagliari,Udinese,1,1
Atalanta,Roma,4,1
Lazio,Napoli,2,0
Fiorentina,Genoa,1,1
Sassuolo,Benevento,1,0
Crotone,Spezia,4,1
Torino,Udinese,2,3
Lazio,Verona,1,2
Cagliari,Inter,1,3
Napoli,Sampdoria,2,1
Atalanta,Fiorentina,3,0
Bologna,Roma,1,5
Genoa,Juventus,1,3
AC Milan,Parma Calcio 1913,2,2
Torino,Sampdoria,2,2
Genoa,Parma Calcio 1913,1,2
Spezia,Lazio,1,2
Juventus,Torino,2,1
Inter,Bologna,3,1
Verona,Cagliari,1,1
Parma Calcio 1913,Benevento,0,0
Roma,Sassuolo,0,0
Crotone,Napoli,0,4
Sampdoria,AC Milan,1,2
Sassuolo,Inter,0,3
Benevento,Juventus,1,1
Atalanta,Verona,0,2
Lazio,Udinese,1,3
AC Milan,Fiorentina,2,0
Bologna,Crotone,1,0
Cagliari,Spezia,2,2
Napoli,Roma,4,0
Crotone,Lazio,0,2
Spezia,Atalanta,0,0
Juventus,Cagliari,2,0
Fiorentina,Benevento,0,1
Inter,Torino,4,2
Roma,Parma Calcio 1913,3,0
Sampdoria,Bologna,1,2
Verona,Sassuolo,0,2
Udinese,Genoa,1,0
Napoli,AC Milan,1,3
Verona,Benevento,3,1
Genoa,Torino,1,2
Sassuolo,Udinese,0,0
Cagliari,Sampdoria,2,0
Benevento,Spezia,0,3
Parma Calcio 1913,Fiorentina,0,0
Lazio,Juventus,1,1
Genoa,Roma,1,3
Torino,Crotone,0,0
Atalanta,Inter,1,1
Bologna,Napoli,0,1
AC Milan,Verona,2,2
AC Milan,Roma,3,3
Crotone,Atalanta,1,2
Inter,Parma Calcio 1913,2,2
Bologna,Cagliari,3,2
Udinese,AC Milan,1,2
Spezia,Juventus,1,4
Torino,Lazio,3,4
Napoli,Sassuolo,0,2
Roma,Fiorentina,2,0
Sampdoria,Genoa,1,1
Verona,Genoa,0,0
Sassuolo,Torino,3,3
Atalanta,Sampdoria,1,3
Genoa,Inter,0,2
Lazio,Bologna,2,1
