home,away,home_score,away_score
Parma Calcio 1913,Atalanta,1,2
Inter,Napoli,2,0
Lazio,Brescia,2,0
Udinese,Lecce,1,2
Verona,SPAL 2013,3,0
Sampdoria,AC Milan,1,4
Sassuolo,Genoa,5,0
Torino,Roma,2,3
Cagliari,Juventus,2,0
Fiorentina,Bologna,4,0
Brescia,Sampdoria,1,1
Atalanta,Inter,0,2
Juventus,Roma,1,3
AC Milan,Cagliari,3,0
Napoli,Lazio,3,1
SPAL 2013,Fiorentina,1,3
Lecce,Parma Calcio 1913,3,4
Bologna,Torino,1,1
Genoa,Verona,3,0
Sassuolo,Udinese,0,1
Parma Calcio 1913,Atalanta,1,2
Inter,Napoli,2,0
Lazio,Brescia,2,0
Udinese,Lecce,1,2
Verona,SPAL 2013,3,0
Sampdoria,AC Milan,1,4
Sassuolo,Genoa,5,0
Torino,Roma,2,3
Cagliari,Juventus,2,0
Fiorentina,Bologna,4,0
Brescia,Sampdoria,1,1
Atalanta,Inter,0,2
Juventus,Roma,1,3
AC Milan,Cagliari,3,0
Napoli,Lazio,3,1
SPAL 2013,Fiorentina,1,3
Lecce,Parma Calcio 1913,3,4
Bologna,Torino,1,1
Genoa,Verona,3,0
Sassuolo,Udinese,0,1
Juventus,Lazio,2,1
Atalanta,Bologna,1,0
Sassuolo,AC Milan,1,2
Parma Calcio 1913,Napoli,2,1
Sampdoria,Genoa,1,2
SPAL 2013,Roma,1,6
Torino,Verona,1,1
Inter,Fiorentina,0,0
Lecce,Brescia,3,1
Udinese,Juventus,2,1
Lazio,Cagliari,2,1
AC Milan,Atalanta,1,1
Brescia,Parma Calcio 1913,1,2
Genoa,Inter,0,3
Napoli,Sassuolo,2,0
Bologna,Lecce,3,2
Cagliari,Udinese,0,1
SPAL 2013,Torino,1,1
Verona,Lazio,1,5
Roma,Fiorentina,2,1
Juventus,Sampdoria,2,0
Inter,Torino,3,1
Atalanta,Brescia,6,2
Bologna,Napoli,1,1
AC Milan,Parma Calcio 1913,3,1
Sampdoria,Cagliari,3,0
Sassuolo,Juventus,3,3
Roma,Verona,2,1
Udinese,Lazio,0,0
Lecce,Fiorentina,1,3
Torino,Genoa,3,0
SPAL 2013,Inter,0,4
Verona,Atalanta,1,1
Cagliari,Sassuolo,1,1
AC Milan,Bologna,5,1
Parma Calcio 1913,Sampdoria,2,3
Napoli,Udinese,2,1
Fiorentina,Torino,2,0
Genoa,Lecce,2,1
Brescia,SPAL 2013,2,1
Roma,Inter,2,2
Lecce,Lazio,2,1
AC Milan,Juventus,4,2
Fiorentina,Cagliari,0,0
Genoa,Napoli,1,2
Torino,Brescia,3,1
Roma,Parma Calcio 1913,2,1
Bologna,Sassuolo,1,2
Atalanta,Sampdoria,2,0
SPAL 2013,Udinese,0,3
Verona,Inter,2,2
Lazio,Sassuolo,1,2
Brescia,Roma,0,3
Juventus,Atalanta,2,2
Genoa,SPAL 2013,2,0
Fiorentina,Verona,1,1
Parma Calcio 1913,Bologna,2,2
Udinese,Sampdoria,1,3
Cagliari,Lecce,0,0
Napoli,AC Milan,2,2
Torino,Lazio,1,2
Genoa,Juventus,1,3
Inter,Brescia,6,0
Bologna,Cagliari,1,1
Fiorentina,Sassuolo,1,3
SPAL 2013,AC Milan,2,2
Verona,Parma Calcio 1913,3,2
Lecce,Sampdoria,1,2
Atalanta,Napoli,2,0
Roma,Udinese,0,2
Juventus,Torino,4,1
Sassuolo,Lecce,4,2
Lazio,AC Milan,0,3
Inter,Bologna,1,2
Brescia,Verona,2,0
Cagliari,Atalanta,0,1
Sampdoria,SPAL 2013,3,0
Parma Calcio 1913,Fiorentina,1,2
Udinese,Genoa,2,2
Napoli,Roma,2,1
Fiorentina,Brescia,1,1
Lecce,AC Milan,1,4
Bologna,Juventus,0,2
SPAL 2013,Cagliari,0,1
Verona,Napoli,0,2
Torino,Udinese,1,0
Genoa,Parma Calcio 1913,1,4
Inter,Sassuolo,3,3
Roma,Sampdoria,2,1
Atalanta,Lazio,3,2
Juventus,Lecce,4,0
Brescia,Genoa,2,2
Cagliari,Torino,4,2
Lazio,Fiorentina,2,1
AC Milan,Roma,2,0
Napoli,SPAL 2013,3,1
Sampdoria,Bologna,1,2
Sassuolo,Verona,3,3
Udinese,Atalanta,2,3
Parma Calcio 1913,Inter,1,2
Torino,Parma Calcio 1913,1,1
Verona,Cagliari,2,1
Atalanta,Sassuolo,4,1
Inter,Sampdoria,2,1
Sassuolo,Brescia,3,0
Parma Calcio 1913,SPAL 2013,0,1
Sampdoria,Verona,2,1
AC Milan,Genoa,1,2
Udinese,Fiorentina,0,0
Juventus,Inter,2,0
Lazio,Bologna,2,0
Napoli,Torino,2,1
Lecce,Atalanta,2,7
Cagliari,Roma,3,4
