name,team,min,goal,assist,shot,pass,aer,mom,rating
Cristiano Ronaldo,Juventus,2689,21,8,5.7,0.851,1.1,10,7.68
Papu Gómez,Atalanta,2913,7,11,3.0,0.8440000000000001,0.3,7,7.64
Josip Ilicic,Atalanta,2151,12,7,3.3,0.802,0.2,4,7.39
Suso,AC Milan,3031,7,10,2.7,0.825,0.1,7,7.39
Rodrigo De Paul,Udinese,3194,9,8,2.4,0.764,0.1,6,7.37
Mario Mandzukic,Juventus,2020,9,6,1.2,0.711,2.9,3,7.34
Duván Zapata,Atalanta,2900,23,7,3.2,0.79,1.8,4,7.32
Leonardo Pavoletti,Cagliari,2738,16,1,2.6,0.69,7.4,9,7.32
Stephan El Shaarawy,Roma,2109,11,3,2.5,0.8170000000000001,0.8,4,7.26
Fabián Ruiz,Napoli,1991,5,4,1.9,0.898,0.6,2,7.25
Cristiano Ronaldo,Juventus,2689,21,8,5.7,0.851,1.1,10,7.68
Papu Gómez,Atalanta,2913,7,11,3.0,0.8440000000000001,0.3,7,7.64
Josip Ilicic,Atalanta,2151,12,7,3.3,0.802,0.2,4,7.39
Suso,AC Milan,3031,7,10,2.7,0.825,0.1,7,7.39
Rodrigo De Paul,Udinese,3194,9,8,2.4,0.764,0.1,6,7.37
Pierluigi Frattali,Parma Calcio 1913,90,0,0,0.0,0.647,0.0,0,7.35
Mario Mandzukic,Juventus,2020,9,6,1.2,0.711,2.9,3,7.34
Duván Zapata,Atalanta,2900,23,7,3.2,0.79,1.8,4,7.32
Leonardo Pavoletti,Cagliari,2738,16,1,2.6,0.69,7.4,9,7.32
Stephan El Shaarawy,Roma,2109,11,3,2.5,0.8170000000000001,0.8,4,7.26
Fabián Ruiz,Napoli,1991,5,4,1.9,0.898,0.6,2,7.25
Edin Dzeko,Roma,2576,9,6,4.0,0.7090000000000001,4.0,6,7.24
Armando Izzo,Torino,3274,4,1,0.7,0.778,3.2,6,7.24
Andrea Belotti,Torino,3301,15,3,3.4,0.648,4.1,6,7.23
Dries Mertens,Napoli,2253,16,11,2.5,0.79,0.2,4,7.2
João Cancelo,Juventus,1967,1,3,1.0,0.862,0.9,2,7.2
Krzysztof Piatek,Genoa,1594,13,0,4.1,0.732,2.3,2,7.2
Cristian Ansaldi,Torino,1816,3,2,1.6,0.733,0.2,2,7.19
Giacomo Bonaventura,AC Milan,651,3,1,3.4,0.887,1.1,0,7.16
Lorenzo Insigne,Napoli,2080,10,6,4.3,0.86,0.1,3,7.16
Domenico Criscito,Genoa,3071,2,4,0.9,0.757,1.3,3,7.15
Alex Sandro,Juventus,2392,1,2,0.7,0.846,1.8,3,7.15
Tiémoué Bakayoko,AC Milan,2301,1,1,0.8,0.866,2.4,4,7.15
Sergej Milinkovic Savic,Lazio,2405,5,3,2.5,0.7959999999999999,3.6,2,7.15
Allan,Napoli,2614,1,3,0.8,0.8959999999999999,0.4,2,7.13
Medhi Benatia,Juventus,450,0,0,0.6,0.905,3.0,0,7.13
Arkadiusz Milik,Napoli,2398,17,3,3.2,0.8270000000000001,1.3,4,7.13
Aleksandar Kolarov,Roma,2906,8,2,1.3,0.8059999999999999,1.2,5,7.12
Adrian Semper,Chievo,540,0,0,0.0,0.5329999999999999,0.3,0,7.12
Hakan Çalhanoglu,AC Milan,2898,3,6,2.8,0.852,0.7,2,7.12
Robin Gosens,Atalanta,1947,3,2,0.9,0.789,1.5,2,7.11
Erick Pulgar,Bologna,2363,6,2,1.2,0.8390000000000001,1.6,3,7.11
Fabio Quagliarella,Sampdoria,3211,26,8,3.8,0.691,0.7,6,7.11
Merih Demiral,Sassuolo,1260,2,0,0.5,0.87,3.9,1,7.11
Lucas Leiva,Lazio,1988,0,2,0.6,0.879,1.6,2,7.11
Kevin Malcuit,Napoli,1806,0,2,0.5,0.8590000000000001,0.8,1,7.11
Bartlomiej Dragowski,Empoli,1260,0,0,0.0,0.6,0.4,3,7.1
Kevin Strootman,Roma,90,0,0,0.0,0.778,2.0,0,7.09
Marcelo Brozovic,Inter,2657,2,1,0.8,0.9009999999999999,0.8,4,7.08
Paulo Dybala,Juventus,2137,5,4,2.2,0.893,0.1,4,7.08
Sime Vrsaljko,Inter,726,0,2,0.2,0.8590000000000001,1.2,0,7.08
Alessio Cragno,Cagliari,3420,0,0,0.0,0.61,0.4,8,7.07
Federico Fazio,Roma,2805,5,0,0.9,0.851,3.4,2,7.07
Germán Pezzella,Fiorentina,2852,2,1,0.8,0.8590000000000001,3.8,1,7.06
Kalidou Koulibaly,Napoli,3134,2,2,0.5,0.887,2.2,2,7.06
Ivan Perisic,Inter,2707,8,3,2.9,0.746,1.8,5,7.06
Steven Nzonzi,Roma,2619,1,2,0.7,0.877,3.4,1,7.06
Luis Alberto,Lazio,2003,4,5,2.5,0.82,0.6,3,7.05
Christian Kouamé,Genoa,3072,4,5,2.3,0.66,5.2,1,7.05
Stefano Okaka,Udinese,972,6,1,1.1,0.716,3.4,1,7.04
