name,team,min,goal,assist,shot,pass,aer,mom,rating
Victor Osimhen,Napoli,2583,26,4,4.2,0.71,2.1,5,7.45
Khvicha Kvaratskhelia,Napoli,2541,12,10,2.5,0.8370000000000001,0.2,7,7.43
Sergej Milinkovic Savic,Lazio,3030,9,8,1.8,0.7709999999999999,2.7,6,7.24
Paulo Dybala,Roma,1752,12,6,2.5,0.823,0.2,6,7.2
Rafael Leão,AC Milan,2434,15,8,2.6,0.7440000000000001,0.8,8,7.19
Lautaro Martínez,Inter,2577,21,6,3.3,0.7559999999999999,1.1,8,7.18
Mattia Zaccagni,Lazio,2783,10,6,1.6,0.845,0.4,5,7.16
Domenico Berardi,Sassuolo,1872,12,7,3.2,0.711,0.5,6,7.15
Armand Laurienté,Sassuolo,2191,7,6,2.0,0.792,0.0,4,7.11
Adrien Rabiot,Juventus,2751,8,4,1.5,0.836,1.6,3,7.11
Salvatore Sirigu,Fiorentina,90,0,0,0.0,0.655,0.0,0,7.63
Victor Osimhen,Napoli,2583,26,4,4.2,0.71,2.1,5,7.45
Khvicha Kvaratskhelia,Napoli,2541,12,10,2.5,0.8370000000000001,0.2,7,7.43
Francesco Bardi,Bologna,90,0,0,0.0,0.765,0.0,0,7.36
Sergej Milinkovic Savic,Lazio,3030,9,8,1.8,0.7709999999999999,2.7,6,7.24
Paulo Dybala,Roma,1752,12,6,2.5,0.823,0.2,6,7.2
Rafael Leão,AC Milan,2434,15,8,2.6,0.7440000000000001,0.8,8,7.19
Lautaro Martínez,Inter,2577,21,6,3.3,0.7559999999999999,1.1,8,7.18
Mattia Zaccagni,Lazio,2783,10,6,1.6,0.845,0.4,5,7.16
Domenico Berardi,Sassuolo,1872,12,7,3.2,0.711,0.5,6,7.15
Armand Laurienté,Sassuolo,2191,7,6,2.0,0.792,0.0,4,7.11
Adrien Rabiot,Juventus,2751,8,4,1.5,0.836,1.6,3,7.11
Teun Koopmeiners,Atalanta,2861,10,4,1.8,0.7809999999999999,1.2,2,7.11
Felipe Anderson,Lazio,2969,9,2,1.1,0.7979999999999999,0.4,4,7.09
