home,away,home_score,away_score
Sassuolo,Fiorentina,1,3
Torino,Inter,0,1
Cremonese,Salernitana,2,0
Empoli,Lazio,0,2
Napoli,Sampdoria,2,0
Roma,Spezia,2,1
Udinese,Juventus,0,1
Lecce,Bologna,2,3
AC Milan,Verona,3,1
Atalanta,Monza,5,2
Sassuolo,Fiorentina,1,3
Torino,Inter,0,1
Cremonese,Salernitana,2,0
Empoli,Lazio,0,2
Napoli,Sampdoria,2,0
Roma,Spezia,2,1
Udinese,Juventus,0,1
Lecce,Bologna,2,3
AC Milan,Verona,3,1
Atalanta,Monza,5,2
Roma,Salernitana,2,2
Empoli,Juventus,4,1
Sampdoria,Sassuolo,2,2
Spezia,Torino,0,4
Salernitana,Udinese,3,2
Fiorentina,Roma,2,1
Inter,Atalanta,3,2
Verona,Empoli,1,1
Bologna,Napoli,2,2
Monza,Lecce,0,1
Lazio,Cremonese,3,2
Juventus,AC Milan,0,1
Sampdoria,Empoli,1,1
Sassuolo,Monza,1,2
Cremonese,Bologna,1,5
Atalanta,Verona,3,1
AC Milan,Sampdoria,5,1
Lecce,Spezia,0,0
Torino,Fiorentina,1,1
Napoli,Inter,3,1
Udinese,Lazio,0,1
Empoli,Salernitana,2,1
Udinese,Sampdoria,2,0
Sassuolo,Bologna,1,1
Lazio,Lecce,2,2
Salernitana,Atalanta,1,0
Spezia,AC Milan,2,0
Inter,Sassuolo,4,2
Verona,Torino,0,1
Fiorentina,Udinese,2,0
Monza,Napoli,2,0
Bologna,Roma,0,0
Juventus,Cremonese,2,0
Atalanta,Spezia,3,2
Juventus,Lecce,2,1
Salernitana,Fiorentina,3,3
Sampdoria,Torino,0,2
Verona,Inter,0,6
Lazio,Sassuolo,2,0
AC Milan,Cremonese,1,1
Monza,Roma,1,1
Empoli,Bologna,3,1
Udinese,Napoli,1,1
AC Milan,Lazio,2,0
Roma,Inter,0,2
Cremonese,Spezia,2,0
Atalanta,Juventus,0,2
Torino,Monza,1,1
Napoli,Fiorentina,1,0
Lecce,Verona,0,1
Atalanta,Roma,3,1
Lecce,Udinese,1,0
Spezia,Monza,0,2
Roma,AC Milan,1,1
Torino,Atalanta,1,2
Inter,Lazio,3,1
Cremonese,Verona,1,1
Sassuolo,Empoli,2,1
Napoli,Salernitana,1,1
Fiorentina,Sampdoria,5,0
Bologna,Juventus,1,1
Fiorentina,Atalanta,1,1
Verona,Bologna,2,1
Salernitana,Sassuolo,3,0
Lazio,Torino,0,1
Sampdoria,Spezia,1,1
Empoli,Inter,0,3
Udinese,Cremonese,3,0
Monza,Fiorentina,3,2
AC Milan,Lecce,2,0
Juventus,Napoli,0,1
Cremonese,Empoli,1,0
Spezia,Lazio,0,3
Bologna,AC Milan,1,1
Napoli,Verona,0,0
Inter,Monza,0,1
Lecce,Sampdoria,1,1
Torino,Salernitana,1,1
Sassuolo,Juventus,1,0
Roma,Udinese,3,0
Empoli,Lecce,1,0
Sassuolo,Torino,1,1
