name,team,min,goal,assist,shot,pass,aer,mom,rating
Edin Dzeko,Roma,3056,29,9,4.8,0.6970000000000001,3.8,11,7.85
Dries Mertens,Napoli,2566,28,9,4.2,0.763,0.1,10,7.76
Papu Gómez,Atalanta,3140,16,10,3.2,0.8059999999999999,0.1,10,7.75
Lorenzo Insigne,Napoli,2935,18,9,4.0,0.861,0.0,8,7.67
Alex Sandro,Juventus,2310,3,4,0.7,0.846,1.5,4,7.63
Felipe Anderson,Lazio,2919,4,9,2.0,0.7490000000000001,0.5,7,7.62
Andrea Belotti,Torino,3071,26,7,3.7,0.7509999999999999,2.4,7,7.58
Federico Fazio,Roma,3117,2,1,0.6,0.856,3.4,7,7.5
Giacomo Bonaventura,AC Milan,1574,3,2,2.5,0.853,0.5,1,7.5
Gonzalo Higuaín,Juventus,2968,24,3,3.5,0.826,0.4,7,7.5
Luca Crosta,Cagliari,90,0,0,0.0,0.34600000000000003,0.0,0,8.32
Edin Dzeko,Roma,3056,29,9,4.8,0.6970000000000001,3.8,11,7.85
Dries Mertens,Napoli,2566,28,9,4.2,0.763,0.1,10,7.76
Papu Gómez,Atalanta,3140,16,10,3.2,0.8059999999999999,0.1,10,7.75
Lorenzo Insigne,Napoli,2935,18,9,4.0,0.861,0.0,8,7.67
Marcos Alonso,Fiorentina,180,0,0,0.0,0.8109999999999999,3.5,1,7.66
Alex Sandro,Juventus,2310,3,4,0.7,0.846,1.5,4,7.63
Felipe Anderson,Lazio,2919,4,9,2.0,0.7490000000000001,0.5,7,7.62
Andrea Belotti,Torino,3071,26,7,3.7,0.7509999999999999,2.4,7,7.58
Federico Fazio,Roma,3117,2,1,0.6,0.856,3.4,7,7.5
Giacomo Bonaventura,AC Milan,1574,3,2,2.5,0.853,0.5,1,7.5
Gonzalo Higuaín,Juventus,2968,24,3,3.5,0.826,0.4,7,7.5
Mohamed Salah,Roma,2487,15,11,2.6,0.804,0.3,4,7.48
Paulo Dybala,Juventus,2154,11,7,2.9,0.8540000000000001,0.1,4,7.46
José Callejón,Napoli,3149,14,12,2.3,0.8540000000000001,0.6,4,7.42
Radja Nainggolan,Roma,3044,11,5,2.4,0.8,0.8,3,7.37
Emerson,Roma,1966,0,1,0.7,0.88,1.2,0,7.37
Marek Hamsík,Napoli,3050,12,10,2.3,0.884,0.8,3,7.37
Senad Lulic,Lazio,2492,3,9,1.0,0.774,1.0,3,7.32
Miralem Pjanic,Juventus,2173,5,9,1.7,0.867,0.7,2,7.31
Gerard Deulofeu,AC Milan,1463,4,3,2.2,0.823,0.1,1,7.3
Mauro Icardi,Inter,3029,24,8,3.2,0.715,1.4,7,7.3
Sergej Milinkovic Savic,Lazio,2734,4,7,2.0,0.7340000000000001,4.4,2,7.3
Kevin Strootman,Roma,2789,4,7,0.7,0.8540000000000001,0.9,1,7.29
Mattia Caldara,Atalanta,2656,7,0,0.5,0.85,1.4,3,7.28
Ivan Perisic,Inter,2757,11,8,2.9,0.7140000000000001,1.6,2,7.28
Dani Alves,Juventus,1347,2,2,1.0,0.8540000000000001,1.2,2,7.28
Roberto Gagliardini,Inter,1576,2,1,1.3,0.846,2.4,1,7.27
Domenico Berardi,Sassuolo,1739,5,9,2.0,0.713,1.1,3,7.27
Ciro Immobile,Lazio,3124,23,3,3.8,0.784,0.6,3,7.26
Jorginho,Napoli,2148,0,3,0.9,0.905,0.5,1,7.24
Danilo Avelar,Torino,263,0,0,0.0,0.785,1.0,1,7.23
Samir,Udinese,1784,0,2,0.2,0.789,1.8,1,7.23
Cesare Bovo,Torino,360,0,0,1.8,0.823,1.3,0,7.23
Lucas Biglia,Lazio,2279,4,3,0.9,0.873,0.6,1,7.22
Kalidou Koulibaly,Napoli,2472,2,0,0.4,0.894,2.2,0,7.22
Alessandro Florenzi,Roma,750,0,3,1.4,0.809,1.3,0,7.21
Ivan Strinic,Napoli,1037,0,2,0.1,0.9179999999999999,1.1,1,7.21
Suso,AC Milan,2820,7,9,2.7,0.795,0.1,5,7.21
Adem Ljajic,Torino,2521,10,8,2.8,0.872,0.0,3,7.18
Keita Baldé,Lazio,1932,16,3,2.3,0.81,0.2,2,7.18
Francesco Acerbi,Sassuolo,3420,4,0,0.4,0.856,2.3,3,7.18
Miranda,Inter,2880,0,0,0.5,0.8440000000000001,2.1,0,7.16
Éver Banega,Inter,1559,6,6,1.5,0.8540000000000001,0.2,2,7.16
Diego Perotti,Roma,1750,8,6,1.5,0.8190000000000001,0.4,2,7.16
Francesco Magnanelli,Sassuolo,1193,1,0,0.3,0.823,1.2,1,7.15
Medhi Benatia,Juventus,1183,1,0,0.6,0.907,1.6,1,7.14
Remo Freuler,Atalanta,2608,5,4,1.1,0.883,0.5,2,7.14
Marcelo Brozovic,Inter,1738,4,2,1.7,0.848,0.5,1,7.14
Lucas Castro,Chievo,2768,5,6,1.5,0.797,1.3,4,7.13
Daniele Rugani,Juventus,1077,2,0,0.2,0.889,1.7,1,7.13
Mirko Valdifiori,Napoli,90,0,1,2.0,0.907,0.0,0,7.13
Giorgio Chiellini,Juventus,1638,2,1,0.6,0.87,1.6,0,7.12
Leandro Paredes,Roma,1469,3,1,1.1,0.884,0.4,2,7.12
Juan Cuadrado,Juventus,2099,2,6,1.2,0.857,0.3,2,7.12
Andrea Conti,Atalanta,2668,8,5,1.0,0.779,1.2,1,7.11
