name,team,min,goal,assist,shot,pass,aer,mom,rating
James Rodríguez,Bayern,1627,7,11,1.7,0.9,0.3,5,7.63
Daniel Caligiuri,Schalke,2918,6,10,1.1,0.7190000000000001,0.8,7,7.57
Robert Lewandowski,Bayern,2169,29,2,4.2,0.795,1.8,2,7.49
Arturo Vidal,Bayern,1461,6,2,2.2,0.885,1.8,5,7.49
Naldo,Schalke,3060,7,2,1.4,0.857,4.9,6,7.42
Serge Gnabry,Hoffenheim,1507,10,5,2.2,0.774,0.3,2,7.41
Thiago Alcântara,Bayern,1243,2,2,1.3,0.915,1.2,2,7.36
Salif Sané,Hannover,2880,4,1,0.9,0.81,5.7,5,7.34
Leon Bailey,Leverkusen,2223,9,6,2.5,0.75,0.9,4,7.32
Arjen Robben,Bayern,1518,5,5,2.4,0.85,0.8,2,7.31
James Rodríguez,Bayern,1627,7,11,1.7,0.9,0.3,5,7.63
Daniel Caligiuri,Schalke,2918,6,10,1.1,0.7190000000000001,0.8,7,7.57
Robert Lewandowski,Bayern,2169,29,2,4.2,0.795,1.8,2,7.49
Arturo Vidal,Bayern,1461,6,2,2.2,0.885,1.8,5,7.49
Niklas Dorsch,Bayern,90,1,0,1.0,0.795,0.0,0,7.45
Ignacio Camacho,Wolfsburg,953,0,0,0.5,0.76,5.1,1,7.42
Naldo,Schalke,3060,7,2,1.4,0.857,4.9,6,7.42
Serge Gnabry,Hoffenheim,1507,10,5,2.2,0.774,0.3,2,7.41
Alexander Hack,Mainz,1288,1,0,0.8,0.7659999999999999,4.8,1,7.41
Marco Reus,Borussia Dortmund,935,7,0,2.8,0.802,0.3,2,7.39
Thiago Alcântara,Bayern,1243,2,2,1.3,0.915,1.2,2,7.36
Salif Sané,Hannover,2880,4,1,0.9,0.81,5.7,5,7.34
Leon Bailey,Leverkusen,2223,9,6,2.5,0.75,0.9,4,7.32
Arjen Robben,Bayern,1518,5,5,2.4,0.85,0.8,2,7.31
Thomas Müller,Bayern,1966,8,14,1.5,0.769,1.2,1,7.28
Mats Hummels,Bayern,2213,1,1,1.0,0.873,2.8,1,7.27
Pierre Emerick Aubameyang,Borussia Dortmund,1417,13,3,3.6,0.765,1.6,2,7.25
Naby Keïta,RBL,1962,6,5,1.6,0.8140000000000001,0.6,4,7.24
Lars Stindl,Borussia M.Gladbach,2731,6,3,2.3,0.8270000000000001,1.9,2,7.23
Joshua Kimmich,Bayern,2334,1,10,0.3,0.903,0.8,1,7.23
Sandro Wagner,Hoffenheim,872,4,2,2.4,0.6859999999999999,4.5,2,7.21
Benjamin Hübner,Hoffenheim,2319,3,2,0.9,0.8370000000000001,3.2,4,7.2
Kingsley Coman,Bayern,1149,3,3,1.4,0.8590000000000001,0.7,2,7.2
Lars Bender,Leverkusen,1603,2,4,1.0,0.7859999999999999,1.8,1,7.2
Lukasz Piszczek,Borussia Dortmund,2140,0,3,0.8,0.813,2.7,0,7.19
Marc Bartra,Borussia Dortmund,806,2,1,0.4,0.795,3.1,1,7.16
Mario Gomez,Stuttgart,1389,8,1,2.1,0.63,3.8,5,7.15
Caiuby,Augsburg,2859,5,7,2.3,0.667,5.0,6,7.15
Jérôme Boateng,Bayern,1644,1,2,0.7,0.8690000000000001,1.7,1,7.14
Maximilian Philipp,Borussia Dortmund,1209,9,1,2.2,0.731,1.2,2,7.13
Marcel Sabitzer,RBL,1793,3,5,2.8,0.736,0.7,5,7.13
Ridle Baku,Mainz,234,2,0,1.7,0.815,0.7,0,7.12
Thilo Kehrer,Schalke,2365,3,0,0.6,0.8340000000000001,2.1,3,7.12
Alfred Finnbogason,Augsburg,1826,12,3,2.3,0.716,0.8,3,7.11
Thorgan Hazard,Borussia M.Gladbach,2947,10,5,2.6,0.763,0.9,3,7.11
Nuri Sahin,Borussia Dortmund,1227,2,2,1.4,0.8490000000000001,2.0,3,7.1
Javi Martínez,Bayern,1612,1,2,1.0,0.883,2.9,0,7.1
Benjamin Pavard,Stuttgart,3060,1,0,0.3,0.8370000000000001,3.0,4,7.1
Marcel Halstenberg,RBL,1179,2,2,1.7,0.7829999999999999,3.5,0,7.1
Bastian Oczipka,Schalke,2320,0,1,0.5,0.763,0.6,1,7.09
Philipp Max,Augsburg,2960,2,12,0.5,0.7,0.8,0,7.09
Tom Starke,Bayern,180,0,0,0.0,0.625,0.0,0,7.09
Ihlas Bebou,Hannover,2142,5,2,1.7,0.747,2.0,1,7.08
Omar Mascarell,Eintracht Frankfurt,770,1,0,0.4,0.8320000000000001,2.0,1,7.08
Raffael,Borussia M.Gladbach,2083,9,2,1.9,0.835,0.1,4,7.08
Juan Bernat,Bayern,892,0,2,0.4,0.925,1.0,1,7.08
Michael Gregoritsch,Augsburg,2535,13,2,2.9,0.684,3.2,2,7.07
Lukas Mai,Bayern,180,0,0,0.0,0.902,1.5,0,7.07
Niclas Füllkrug,Hannover,2389,14,3,2.6,0.629,4.7,4,7.06
Douglas Santos,Hamburg,2378,1,1,0.8,0.7190000000000001,1.3,1,7.06
Thomas Delaney,Werder Bremen,2796,3,4,1.8,0.7190000000000001,3.7,3,7.06
Dayot Upamecano,RBL,2265,3,0,0.4,0.8370000000000001,3.6,0,7.05
Pirmin Schwegler,Hannover,2330,0,6,0.4,0.789,1.6,0,7.04
Jean Philippe Gbamin,Mainz,2591,1,3,0.9,0.7859999999999999,2.2,2,7.04
Marius Wolf,Eintracht Frankfurt,2368,5,8,1.3,0.7090000000000001,0.4,3,7.04
Willi Orbán,RBL,2127,3,0,0.4,0.8340000000000001,4.6,0,7.04
Leon Goretzka,Schalke,1983,4,2,1.7,0.7979999999999999,1.3,1,7.03
Mark Uth,Hoffenheim,2177,14,8,1.7,0.753,0.8,3,7.03
Andrej Kramaric,Hoffenheim,2222,13,6,2.4,0.8,0.2,2,7.02
Christian Pulisic,Borussia Dortmund,2313,4,5,1.2,0.794,0.5,2,7.02
Michy Batshuayi,Borussia Dortmund,837,7,1,2.9,0.6890000000000001,1.7,2,7.01
Alexander Meier,Eintracht Frankfurt,3,1,0,1.0,0.667,1.0,0,7.01
Ademola Lookman,RBL,576,5,3,1.2,0.7659999999999999,0.1,1,7.01
Jonas Hector,FC Koln,1761,2,2,0.8,0.818,2.6,1,7.0
Kai Havertz,Leverkusen,2141,3,8,1.2,0.812,2.7,1,7.0
Jetro Willems,Eintracht Frankfurt,1670,0,2,0.9,0.733,0.9,1,7.0
Franck Ribéry,Bayern,1210,5,1,1.0,0.867,0.1,1,7.0
Sven Bender,Leverkusen,2350,2,0,0.5,0.8590000000000001,2.9,1,7.0
Niklas Stark,Hertha Berlin,2210,1,1,0.4,0.8059999999999999,2.7,1,7.0
Davie Selke,Hertha Berlin,1888,10,0,1.7,0.601,4.0,5,7.0
Kevin Volland,Leverkusen,2599,14,2,1.8,0.758,0.7,1,6.99
Waldemar Anton,Hannover,2278,1,0,0.9,0.8009999999999999,2.9,1,6.99
Corentin Tolisso,Bayern,1529,6,4,1.6,0.904,0.8,1,6.99
Kerem Demirbay,Hoffenheim,1211,2,2,1.2,0.831,0.8,0,6.99
Christian Gentner,Stuttgart,2412,2,1,0.9,0.721,1.1,1,6.99
Timo Baumgartl,Stuttgart,2610,0,0,0.3,0.823,2.9,0,6.98
Mitchell Weiser,Hertha Berlin,1983,1,2,0.5,0.745,1.0,1,6.98
Florian Grillitsch,Hoffenheim,1895,1,2,0.7,0.83,1.3,1,6.98
Charles Aránguiz,Leverkusen,2307,1,3,1.3,0.86,0.6,1,6.98
Julian Brandt,Leverkusen,2337,9,3,1.3,0.79,0.6,1,6.98
Max Kruse,Werder Bremen,2455,6,6,1.8,0.7979999999999999,0.7,1,6.97
Ante Rebic,Eintracht Frankfurt,1764,6,2,1.8,0.569,1.4,1,6.96
Sandro Wagner,Bayern,722,8,1,2.1,0.757,1.2,1,6.96
Sébastien Haller,Eintracht Frankfurt,2352,9,4,1.3,0.6559999999999999,4.5,3,6.96
Daniel Opare,Augsburg,1419,0,0,0.3,0.657,1.6,0,6.96
Benjamin Stambouli,Schalke,2195,0,2,0.0,0.7859999999999999,1.5,0,6.96
Mathew Leckie,Hertha Berlin,1854,5,1,0.9,0.7090000000000001,3.7,3,6.96
Christoph Kramer,Borussia M.Gladbach,2162,3,0,0.4,0.879,0.9,2,6.96
Emiliano Insúa,Stuttgart,2107,0,2,0.4,0.754,1.0,0,6.95
Felipe Trevizan,Hannover,458,0,0,0.2,0.767,2.3,0,6.95
