name,team,min,goal,assist,shot,pass,aer,mom,rating
Robert Lewandowski,Bayern,2952,35,3,4.7,0.774,1.6,8,7.89
Christopher Nkunku,RBL,2735,20,13,2.4,0.818,0.8,10,7.64
Joshua Kimmich,Bayern,2478,3,11,1.0,0.88,0.6,5,7.6
Erling Haaland,Borussia Dortmund,1915,22,7,3.3,0.713,1.6,6,7.55
Patrik Schick,Leverkusen,2094,24,3,3.3,0.6890000000000001,2.0,4,7.45
Florian Wirtz,Leverkusen,1864,7,10,1.5,0.787,0.3,3,7.41
Nico Schlotterbeck,Freiburg,2789,4,1,1.1,0.8059999999999999,3.4,1,7.39
Thomas Müller,Bayern,2578,8,18,1.7,0.77,1.0,3,7.34
Alphonso Davies,Bayern,1744,0,3,0.8,0.843,0.5,2,7.31
Serge Gnabry,Bayern,2192,14,5,2.0,0.82,0.2,2,7.3
Robert Lewandowski,Bayern,2952,35,3,4.7,0.774,1.6,8,7.89
Christopher Nkunku,RBL,2735,20,13,2.4,0.818,0.8,10,7.64
Joshua Kimmich,Bayern,2478,3,11,1.0,0.88,0.6,5,7.6
Stefanos Kapino,Arminia Bielefeld,90,0,0,0.0,0.643,0.0,0,7.58
Erling Haaland,Borussia Dortmund,1915,22,7,3.3,0.713,1.6,6,7.55
Patrik Schick,Leverkusen,2094,24,3,3.3,0.6890000000000001,2.0,4,7.45
Florian Wirtz,Leverkusen,1864,7,10,1.5,0.787,0.3,3,7.41
Nico Schlotterbeck,Freiburg,2789,4,1,1.1,0.8059999999999999,3.4,1,7.39
Thomas Müller,Bayern,2578,8,18,1.7,0.77,1.0,3,7.34
Alphonso Davies,Bayern,1744,0,3,0.8,0.843,0.5,2,7.31
Jonas Wind,Wolfsburg,1187,5,2,2.6,0.6609999999999999,3.9,1,7.31
Serge Gnabry,Bayern,2192,14,5,2.0,0.82,0.2,2,7.3
Marco Reus,Borussia Dortmund,2514,9,12,1.8,0.828,0.3,3,7.25
Jonas Hofmann,Borussia M.Gladbach,2082,12,5,2.1,0.818,0.2,3,7.2
Moussa Diaby,Leverkusen,2773,13,12,1.7,0.772,0.2,3,7.2
Leroy Sané,Bayern,1982,7,7,2.8,0.841,0.1,0,7.17
David Raum,Hoffenheim,2762,3,11,0.8,0.795,0.9,4,7.16
Kingsley Coman,Bayern,1369,6,2,2.2,0.841,0.4,1,7.13
Jude Bellingham,Borussia Dortmund,2795,3,8,1.4,0.8370000000000001,0.9,1,7.12
Julian Brandt,Borussia Dortmund,2083,9,8,1.1,0.826,0.5,4,7.12
Tom Rothe,Borussia Dortmund,94,1,0,1.0,0.8,0.0,0,7.12
Filip Kostic,Eintracht Frankfurt,2525,4,9,1.6,0.6970000000000001,0.4,6,7.11
Anthony Modeste,FC Koln,2620,20,3,3.3,0.657,3.0,6,7.11
Diant Ramaj,Eintracht Frankfurt,90,0,0,0.0,0.6859999999999999,2.0,0,7.11
Vincenzo Grifo,Freiburg,2792,9,7,2.0,0.794,0.5,4,7.1
Nicolas Höfler,Freiburg,2604,2,4,1.1,0.8370000000000001,2.2,1,7.09
Leon Goretzka,Bayern,1407,3,3,2.4,0.8390000000000001,1.6,3,7.08
Lucas Höler,Freiburg,2598,7,2,1.8,0.684,3.7,3,7.08
Sasa Kalajdzic,Stuttgart,1221,6,1,2.5,0.6940000000000001,4.1,3,7.08
Evan Ndicka,Eintracht Frankfurt,2858,4,4,0.8,0.8420000000000001,3.5,1,7.06
Danilo Soares,Bochum,2568,0,1,0.4,0.758,1.6,2,7.06
Timo Hübers,FC Koln,1742,1,0,0.5,0.8290000000000001,2.6,1,7.06
Willi Orbán,RBL,2646,2,1,0.7,0.892,3.3,2,7.06
Konstantinos Mavropanos,Stuttgart,2711,4,0,1.1,0.8009999999999999,2.9,5,7.05
Josko Gvardiol,RBL,2413,2,2,0.8,0.84,1.8,0,7.04
Max Kruse,Union Berlin,1283,5,4,1.8,0.743,0.9,1,7.03
Jeremiah St Juste,Mainz,605,1,0,1.5,0.7829999999999999,3.0,1,7.03
Borna Sosa,Stuttgart,2500,1,8,0.9,0.779,0.7,3,7.02
Lennart Grill,Leverkusen,90,0,0,0.0,0.675,0.0,0,7.01
Mark Uth,FC Koln,2041,5,8,2.3,0.7559999999999999,0.7,2,7.0
Manu Koné,Borussia M.Gladbach,2107,2,0,1.1,0.855,0.8,1,6.99
Maximilian Arnold,Wolfsburg,2996,4,2,1.1,0.8320000000000001,1.0,2,6.99
Ellyes Skhiri,FC Koln,1820,4,1,1.0,0.846,1.6,2,6.98
Kerem Demirbay,Leverkusen,2053,1,4,1.3,0.816,0.4,2,6.98
Dayot Upamecano,Bayern,2210,1,6,0.4,0.9009999999999999,2.2,2,6.98
Alexander Hack,Mainz,2078,3,1,0.8,0.7929999999999999,2.4,2,6.97
Jonas Hector,FC Koln,2556,0,6,0.6,0.777,1.7,1,6.97
Christopher Trimmel,Union Berlin,1996,2,0,0.8,0.6809999999999999,1.2,1,6.97
Benjamin Hübner,Hoffenheim,378,1,0,1.6,0.846,2.8,0,6.96
Anthony Losilla,Bochum,2847,2,0,1.1,0.769,3.7,2,6.96
Angeliño,RBL,2299,2,5,0.4,0.767,0.4,0,6.95
Omar Marmoush,Stuttgart,1584,3,5,2.3,0.7120000000000001,1.3,1,6.95
Jamal Musiala,Bayern,1458,5,5,1.4,0.848,0.2,0,6.94
Jonathan Tah,Leverkusen,2882,2,3,0.5,0.882,2.9,2,6.94
Lucas Hernández,Bayern,2041,0,1,0.2,0.8959999999999999,1.6,0,6.94
Max Kruse,Wolfsburg,1138,7,1,1.5,0.747,0.7,1,6.94
Anton Stach,Mainz,1864,1,6,1.7,0.728,1.9,4,6.93
Marcel Halstenberg,RBL,506,1,0,0.6,0.873,1.0,0,6.93
Wataru Endo,Stuttgart,2902,4,2,1.4,0.807,2.3,0,6.93
Patrick Wimmer,Arminia Bielefeld,2067,3,6,1.8,0.586,1.4,4,6.92
Alassane Pléa,Borussia M.Gladbach,1983,9,6,1.9,0.754,0.5,5,6.91
Breel Embolo,Borussia M.Gladbach,2076,8,3,1.6,0.742,1.3,1,6.91
Donyell Malen,Borussia Dortmund,1696,5,3,1.7,0.755,0.3,2,6.9
Andrej Kramaric,Hoffenheim,2710,6,9,2.9,0.812,0.4,3,6.89
Thomas Meunier,Borussia Dortmund,1406,2,4,1.1,0.78,1.4,0,6.88
Mohamed Simakan,RBL,2013,1,0,0.4,0.866,2.3,2,6.88
Jeremie Frimpong,Leverkusen,2062,1,6,0.4,0.815,0.8,1,6.88
Maximilian Mittelstädt,Hertha Berlin,1494,0,5,0.4,0.706,1.0,3,6.88
Mats Hummels,Borussia Dortmund,1768,1,2,0.5,0.873,2.8,0,6.88
Florian Kainz,FC Koln,2347,4,4,1.2,0.701,0.3,4,6.88
Florian Grillitsch,Hoffenheim,1495,0,0,0.4,0.894,1.3,2,6.87
Benjamin Pavard,Bayern,2080,0,1,0.7,0.8809999999999999,1.8,1,6.87
Philipp Lienhart,Freiburg,2871,5,0,0.6,0.853,2.2,1,6.87
Emre Can,Borussia Dortmund,1691,5,1,0.5,0.855,1.3,1,6.86
Reece Oxford,Augsburg,2694,2,1,0.5,0.797,2.9,3,6.86
Ramy Bensebaïni,Borussia M.Gladbach,1930,4,1,1.4,0.816,2.5,0,6.86
Mahmoud Dahoud,Borussia Dortmund,1665,2,3,1.0,0.7979999999999999,0.5,1,6.85
Karim Onisiwo,Mainz,2376,5,8,2.1,0.624,1.9,2,6.84
Edmond Tapsoba,Leverkusen,1813,1,0,0.3,0.884,1.9,0,6.84
Taiwo Awoniyi,Union Berlin,2200,15,1,2.2,0.672,1.7,5,6.84
Aarón Martín,Mainz,2296,1,1,0.6,0.7509999999999999,0.4,1,6.84
Maxence Lacroix,Wolfsburg,2497,0,0,0.6,0.8140000000000001,2.6,1,6.83
Paul Jaeckel,Union Berlin,2045,0,0,0.1,0.795,2.0,0,6.83
Chris Führich,Stuttgart,1725,3,2,1.2,0.8390000000000001,0.1,0,6.83
Jamie Bynoe Gittens,Borussia Dortmund,133,0,0,0.3,0.6829999999999999,0.5,0,6.83
Jonathan Burkardt,Mainz,2632,11,3,2.3,0.703,1.1,3,6.82
Josip Brekalo,Wolfsburg,20,0,1,0.0,0.8,0.0,0,6.82
Dominik Szoboszlai,RBL,1538,6,8,1.3,0.81,0.6,4,6.82
Tony Jantschke,Borussia M.Gladbach,227,0,0,0.3,0.733,2.0,0,6.82
Amadou Haidara,RBL,1327,3,1,0.7,0.841,1.0,0,6.82
Raphaël Guerreiro,Borussia Dortmund,1803,4,2,1.4,0.855,0.2,0,6.82
Ridle Baku,Wolfsburg,2450,3,5,1.1,0.765,0.8,0,6.81
Niklas Süle,Bayern,1835,1,2,0.6,0.9009999999999999,1.4,0,6.81
Daniel Caligiuri,Augsburg,2014,4,2,1.3,0.715,1.1,2,6.81
Manuel Riemann,Bochum,2700,0,1,0.0,0.606,0.3,3,6.81
Lukas Kübler,Freiburg,2338,2,0,0.4,0.7490000000000001,1.3,0,6.8
Sheraldo Becker,Union Berlin,1770,4,6,1.3,0.713,0.4,4,6.8
Lukás Hrádecký,Leverkusen,2880,0,0,0.0,0.738,0.3,1,6.8
Denis Zakaria,Borussia M.Gladbach,1395,2,1,1.1,0.9009999999999999,0.9,1,6.8
Silvan Widmer,Mainz,2925,4,5,0.7,0.7440000000000001,1.1,0,6.79
Amos Pieper,Arminia Bielefeld,2382,0,0,0.5,0.7809999999999999,2.1,1,6.79
Rafael Borré,Eintracht Frankfurt,2391,8,4,1.7,0.723,1.5,1,6.79
Salih Özcan,FC Koln,2310,2,0,0.9,0.841,1.7,1,6.79
Michael Gregoritsch,Augsburg,1394,9,0,1.7,0.59,3.2,1,6.78
Marvin Schwäbe,FC Koln,1890,0,0,0.0,0.8140000000000001,0.2,1,6.78
Robert Andrich,Leverkusen,1821,4,2,1.2,0.8109999999999999,1.2,0,6.78
Karim Bellarabi,Leverkusen,687,3,2,1.8,0.7959999999999999,0.0,1,6.78
Christian Günter,Freiburg,3060,2,9,0.7,0.706,0.3,2,6.78
Florian Neuhaus,Borussia M.Gladbach,2038,4,4,1.6,0.8079999999999999,0.4,0,6.78
Guilherme Ramos,Arminia Bielefeld,903,0,0,0.5,0.6859999999999999,2.4,1,6.77
Cédric Brunner,Arminia Bielefeld,2188,0,1,0.4,0.7090000000000001,1.7,1,6.77
Matthias Ginter,Borussia M.Gladbach,2268,1,0,1.1,0.836,2.7,1,6.77
Wout Weghorst,Wolfsburg,1552,6,1,2.1,0.7090000000000001,2.5,1,6.76
Jesper Lindstrøm,Eintracht Frankfurt,1996,5,4,1.9,0.745,0.2,1,6.76
Ansgar Knauff,Eintracht Frankfurt,760,1,1,1.0,0.626,0.6,1,6.76
Iago,Augsburg,2179,2,5,0.4,0.691,0.9,0,6.75
Robin Knoche,Union Berlin,2970,0,0,0.3,0.7859999999999999,1.9,1,6.75
Marvin Plattenhardt,Hertha Berlin,1638,0,3,0.3,0.75,0.8,0,6.75
Nordi Mukiele,RBL,1846,1,3,0.8,0.74,1.7,0,6.75
Tuta,Eintracht Frankfurt,2188,4,0,0.6,0.79,2.1,2,6.75
Grischa Prömel,Union Berlin,2428,8,1,1.3,0.759,1.2,2,6.75
Yann Sommer,Borussia M.Gladbach,2880,0,1,0.0,0.735,0.3,3,6.75
André Silva,RBL,2081,11,3,1.8,0.731,1.1,1,6.74
Niklas Dorsch,Augsburg,2328,1,0,0.4,0.8340000000000001,0.5,1,6.74
Manuel Neuer,Bayern,2511,0,0,0.0,0.862,0.2,0,6.74
Stefan Bell,Mainz,2869,2,0,0.7,0.773,3.2,1,6.74
Thorgan Hazard,Borussia Dortmund,1337,4,1,1.0,0.7829999999999999,1.0,2,6.73
