name,team,min,goal,assist,shot,pass,aer,mom,rating
Robert Lewandowski,Bayern,2959,22,7,4.4,0.775,1.7,5,7.65
Thiago Alcântara,Bayern,2409,2,6,0.8,0.9179999999999999,1.2,3,7.59
Kerem Demirbay,Hoffenheim,2023,4,9,2.3,0.812,0.7,6,7.59
Marcel Halstenberg,RBL,2414,3,6,0.8,0.743,2.6,3,7.56
Sébastien Haller,Eintracht Frankfurt,2181,15,9,1.9,0.635,6.9,3,7.55
Jadon Sancho,Borussia Dortmund,2464,12,14,1.2,0.8490000000000001,0.0,7,7.52
Joshua Kimmich,Bayern,3060,2,13,0.7,0.905,0.7,4,7.49
Thorgan Hazard,Borussia M.Gladbach,2878,10,10,2.3,0.769,0.7,6,7.44
Willi Orbán,RBL,2050,4,0,1.1,0.782,4.8,3,7.41
Lukasz Piszczek,Borussia Dortmund,1759,1,6,0.6,0.833,3.1,2,7.41
Robert Lewandowski,Bayern,2959,22,7,4.4,0.775,1.7,5,7.65
Thiago Alcântara,Bayern,2409,2,6,0.8,0.9179999999999999,1.2,3,7.59
Kerem Demirbay,Hoffenheim,2023,4,9,2.3,0.812,0.7,6,7.59
Marcel Halstenberg,RBL,2414,3,6,0.8,0.743,2.6,3,7.56
Sébastien Haller,Eintracht Frankfurt,2181,15,9,1.9,0.635,6.9,3,7.55
Jadon Sancho,Borussia Dortmund,2464,12,14,1.2,0.8490000000000001,0.0,7,7.52
Joshua Kimmich,Bayern,3060,2,13,0.7,0.905,0.7,4,7.49
Gregor Kobel,Hoffenheim,90,0,0,0.0,0.615,1.0,0,7.48
Frederik Rønnow,Eintracht Frankfurt,122,0,0,0.0,0.596,0.0,0,7.47
Thorgan Hazard,Borussia M.Gladbach,2878,10,10,2.3,0.769,0.7,6,7.44
Willi Orbán,RBL,2050,4,0,1.1,0.782,4.8,3,7.41
Lukasz Piszczek,Borussia Dortmund,1759,1,6,0.6,0.833,3.1,2,7.41
Marco Reus,Borussia Dortmund,2322,17,8,2.6,0.818,0.7,5,7.39
Ihlas Bebou,Hannover,1068,4,3,2.3,0.715,1.7,4,7.34
Kingsley Coman,Bayern,1392,6,4,1.5,0.85,0.6,2,7.34
Ignacio Camacho,Wolfsburg,540,0,0,1.2,0.7829999999999999,5.5,1,7.34
Tyler Adams,RBL,723,0,2,0.2,0.8029999999999999,1.7,0,7.3
George Timotheou,Schalke,90,0,0,2.0,0.804,1.0,0,7.3
Ishak Belfodil,Hoffenheim,1864,16,3,3.1,0.722,1.8,4,7.29
Kevin Volland,Leverkusen,2820,14,9,2.6,0.75,1.0,4,7.28
Daniel Caligiuri,Schalke,2760,7,3,1.6,0.685,1.3,5,7.28
Yussuf Poulsen,RBL,2454,15,3,2.1,0.608,4.6,4,7.27
Marko Grujic,Hertha Berlin,1780,5,1,2.1,0.8190000000000001,3.2,3,7.26
Filip Kostic,Eintracht Frankfurt,2961,6,10,1.8,0.6459999999999999,1.3,5,7.26
Julian Brandt,Leverkusen,2674,7,11,2.0,0.8140000000000001,0.9,3,7.26
Kai Havertz,Leverkusen,2901,17,3,2.6,0.872,1.6,2,7.25
Vincenzo Grifo,Freiburg,1431,6,3,2.6,0.792,0.2,1,7.25
Wout Weghorst,Wolfsburg,2931,17,7,2.1,0.695,3.4,3,7.24
James Rodríguez,Bayern,1143,7,3,1.8,0.871,0.2,3,7.24
Max Kruse,Werder Bremen,2837,11,9,2.8,0.7909999999999999,0.8,5,7.23
Joelinton,Hoffenheim,2136,7,5,2.0,0.7929999999999999,2.3,1,7.21
Thomas Müller,Bayern,2391,6,9,2.0,0.747,1.6,3,7.19
Ibrahima Konaté,RBL,2431,1,1,0.5,0.76,3.6,0,7.19
Mark Flekken,Freiburg,90,0,0,0.0,0.7859999999999999,0.0,0,7.18
