name,team,number,position,min,goal,assist,yellow,red,shot,pass,aer,mom,rating
Richarlison,Everton,26,"AM(CLR),FW",2528,10,5,9,0,2.4,0.634,2.2,3,6.96
Dominic Calvert Lewin,Everton,26,"AM(L),FW",1286,5,2,2,0,1.9,0.603,5.5,2,6.92
Lucas Digne,Everton,30,"D(CL),M(L)",1170,0,0,4,0,0.7,0.76,1.9,0,6.8
Demarai Gray,Everton,27,"AM(CLR),FW",2352,5,4,3,0,1.9,0.815,0.1,0,6.78
Asmir Begovic,Everton,36,GK,270,0,0,0,0,0.0,0.43799999999999994,1.7,1,6.74
Grant Hanley,Norwich,31,D(C),2899,1,0,2,0,0.6,0.831,3.1,3,6.73
Abdoulaye Doucouré,Everton,30,M(C),2538,2,4,6,0,1.1,0.7959999999999999,1.2,1,6.72
Michael Keane,Everton,30,D(CR),2793,3,2,2,1,0.6,0.765,3.0,1,6.72
Andros Townsend,Everton,32,"AM(LR),FW",1459,3,2,3,0,1.0,0.7809999999999999,0.3,2,6.71
Anthony Gordon,Everton,22,AM(CLR),2285,4,2,4,0,1.3,0.742,0.5,2,6.7
Vitalii Mykolenko,Everton,24,"D(CL),M(L)",1056,1,0,0,0,0.6,0.7340000000000001,0.8,1,6.69
Yerry Mina,Everton,28,D(C),847,0,0,3,0,0.5,0.8009999999999999,2.3,0,6.61
Fabian Delph,Everton,33,"D(L),M(CL)",666,0,0,2,0,0.2,0.843,0.5,0,6.61
Séamus Coleman,Everton,34,"D(CR),M(R)",2658,1,0,4,0,0.3,0.742,0.8,1,6.61
Dimitris Giannoulis,Norwich,27,"D(L),M(L)",1169,0,1,2,0,0.1,0.765,0.4,0,6.61
Jordan Pickford,Everton,29,GK,3150,0,0,2,0,0.0,0.48100000000000004,0.3,3,6.6
Alex Iwobi,Everton,27,M(CLR),2037,2,2,1,0,0.9,0.7959999999999999,0.3,1,6.58
Angus Gunn,Norwich,27,GK,810,0,0,0,0,0.0,0.628,0.2,0,6.56
Mathias Normann,Norwich,27,M(C),1653,1,2,6,0,1.1,0.718,1.2,1,6.56
Brandon Williams,Norwich,22,"D(L),M(L)",2123,0,1,8,0,0.2,0.818,0.5,0,6.54
Mason Holgate,Everton,26,"D(CR),DMC,M(R)",2134,2,1,7,1,0.3,0.684,2.5,0,6.53
Andrew Omobamidele,Norwich,21,D(C),381,1,0,1,0,0.4,0.841,1.0,0,6.53
Ben Godfrey,Everton,25,D(CLR),2031,0,0,6,0,0.8,0.7659999999999999,1.6,0,6.51
Allan,Everton,32,DMC,2188,0,2,7,1,0.3,0.8,0.4,0,6.5
Pierre Lees Melou,Norwich,30,M(CLR),2273,1,0,5,0,1.0,0.7959999999999999,0.4,0,6.48
Teemu Pukki,Norwich,33,"AM(C),FW",3261,11,3,4,0,1.9,0.752,0.4,1,6.47
Donny van de Beek,Everton,26,M(C),484,1,0,1,0,0.7,0.847,1.0,0,6.47
Sam Byram,Norwich,29,"D(CLR),M(R)",1024,0,0,3,0,0.5,0.7709999999999999,1.9,0,6.46
Kenny McLean,Norwich,31,M(C),2707,1,0,3,0,1.1,0.745,2.2,0,6.44
Max Aarons,Norwich,23,D(R),2882,0,2,8,0,0.4,0.772,0.4,0,6.44
