name,team,number,position,min,goal,assist,yellow,red,shot,pass,aer,mom,rating
Kevin De Bruyne,Man City,32,"M(CLR),FW",2205,15,8,2,0,2.6,0.825,0.4,4,7.63
Rodri,Man City,27,"D(C),DMC",2887,7,2,5,0,1.4,0.9179999999999999,2.6,4,7.43
João Cancelo,Man City,29,"D(LR),M(R)",3228,1,7,7,0,2.3,0.853,1.6,5,7.42
Phil Foden,Man City,23,"AM(CLR),FW",2133,9,5,1,0,2.0,0.8740000000000001,0.2,1,7.29
Bernardo Silva,Man City,29,"M(CLR),FW",2861,8,4,6,0,1.3,0.8959999999999999,0.2,3,7.27
Ilkay Gündogan,Man City,32,M(C),1856,8,4,1,0,2.0,0.912,0.4,1,7.24
Ferran Torres,Man City,23,"AM(LR),FW",305,2,1,0,0,3.3,0.7709999999999999,1.0,1,7.23
Raheem Sterling,Man City,28,"M(CLR),FW",2127,13,5,1,0,1.9,0.8540000000000001,0.1,4,7.2
Gabriel Jesus,Man City,26,"AM(LR),FW",1880,8,8,1,0,2.3,0.848,0.8,6,7.19
Jack Grealish,Man City,27,"AM(CL),FW",1917,3,3,3,0,1.7,0.884,0.5,0,7.16
Zack Steffen,Man City,28,GK,90,0,0,0,0,0.0,0.848,0.0,0,7.16
John Stones,Man City,29,"D(CR),DMC",1118,1,0,0,0,0.6,0.915,3.4,0,7.1
Bukayo Saka,Arsenal,21,"D(L),M(CLR)",2996,11,7,6,0,2.6,0.795,0.6,3,7.06
Oleksandr Zinchenko,Man City,26,"D(L),M(CLR)",1045,0,4,0,0,0.8,0.907,1.0,0,7.05
Riyad Mahrez,Man City,32,"AM(CLR),FW",1493,11,5,0,0,2.2,0.9,0.3,2,7.0
Thomas Partey,Arsenal,30,"D(R),M(CR)",2032,2,1,5,0,1.8,0.856,1.0,1,6.96
Rúben Dias,Man City,26,D(C),2404,2,4,5,0,0.6,0.934,1.8,1,6.95
Nathan Aké,Man City,28,"D(CL),DMC",921,2,0,0,0,0.4,0.9079999999999999,2.6,0,6.92
Martin Ødegaard,Arsenal,24,AM(CR),2793,7,4,4,0,1.5,0.86,0.4,1,6.91
Aymeric Laporte,Man City,29,D(CL),2836,4,0,5,1,1.1,0.948,1.6,0,6.9
Gabriel Martinelli,Arsenal,22,"AM(L),FW",1866,6,6,1,1,1.8,0.797,0.6,1,6.86
