name,team,number,position,min,goal,assist,yellow,red,shot,pass,aer,mom,rating
Bukayo Saka,Arsenal,21,"D(L),M(CLR)",2996,11,7,6,0,2.6,0.795,0.6,3,7.06
James Ward Prowse,Southampton,28,M(CR),3217,10,5,3,1,1.5,0.863,0.8,4,7.01
Thomas Partey,Arsenal,30,"D(R),M(CR)",2032,2,1,5,0,1.8,0.856,1.0,1,6.96
Martin Ødegaard,Arsenal,24,AM(CR),2793,7,4,4,0,1.5,0.86,0.4,1,6.91
Oriol Romeu,Southampton,31,DMC,2899,2,2,9,0,0.7,0.82,1.9,2,6.87
Gabriel Martinelli,Arsenal,22,"AM(L),FW",1866,6,6,1,1,1.8,0.797,0.6,1,6.86
Kyle Walker Peters,Southampton,26,"D(LR),M(R)",2632,1,2,5,0,0.8,0.813,0.8,3,6.84
Takehiro Tomiyasu,Arsenal,24,D(CLR),1682,0,1,2,0,0.5,0.8109999999999999,2.2,1,6.83
Mohammed Salisu,Southampton,24,D(CL),2972,0,0,8,1,0.7,0.779,3.0,3,6.82
Jan Bednarek,Southampton,27,D(C),2633,4,0,10,0,0.6,0.8170000000000001,2.9,2,6.81
Ben White,Arsenal,25,"D(CR),DMC",2880,0,0,3,0,0.4,0.846,1.9,1,6.78
Kieran Tierney,Arsenal,26,"D(CL),M(L)",1919,1,3,0,0,0.7,0.825,0.5,0,6.77
Gabriel Magalhães,Arsenal,25,D(C),3068,5,0,6,1,0.8,0.895,1.6,1,6.74
Emile Smith Rowe,Arsenal,23,AM(CL),1922,10,2,1,0,1.2,0.8740000000000001,0.2,1,6.74
Pierre Emerick Aubameyang,Arsenal,34,"M(CLR),FW",1040,4,1,3,0,2.5,0.701,1.8,1,6.74
Alexandre Lacazette,Arsenal,32,"M(CLR),FW",1789,4,7,0,0,1.5,0.764,0.7,2,6.74
Tino Livramento,Southampton,20,D(R),2203,1,1,2,0,0.4,0.7859999999999999,0.9,1,6.73
Ché Adams,Southampton,27,"AM(CL),FW",2043,7,3,0,0,1.6,0.657,2.1,1,6.72
Fraser Forster,Southampton,35,GK,1710,0,0,1,0,0.0,0.547,0.4,1,6.71
Granit Xhaka,Arsenal,30,"D(L),M(C)",2331,1,2,10,1,1.0,0.868,1.0,1,6.67
Pablo Marí,Arsenal,29,D(C),180,0,0,1,0,0.5,0.8590000000000001,2.5,0,6.65
Aaron Ramsdale,Arsenal,25,GK,3060,0,0,1,0,0.0,0.626,0.2,2,6.65
Alex McCarthy,Southampton,33,GK,1530,0,0,1,0,0.0,0.565,0.4,0,6.63
Mohamed Elyounoussi,Southampton,29,"AM(CLR),FW",2046,4,2,4,0,1.4,0.7070000000000001,1.3,0,6.62
Eddie Nketiah,Arsenal,24,FW,825,5,1,3,0,1.4,0.777,0.4,2,6.6
Nathan Redmond,Southampton,29,"AM(CLR),FW",1834,1,5,0,0,1.0,0.731,0.5,1,6.6
Armando Broja,Southampton,21,FW,1981,6,0,2,0,1.4,0.614,2.8,1,6.59
Yan Valery,Southampton,24,"D(CR),M(R)",369,0,0,0,0,0.4,0.727,2.2,0,6.57
