name,team,number,position,min,goal,assist,yellow,red,shot,pass,aer,mom,rating
Kristoffer Klaesson,Leeds,22,Goalkeeper,35,0,0,0,0,0.0,0.778,1.0,0,7.27
Bukayo Saka,Arsenal,21,"D(L),M(CLR)",2996,11,7,6,0,2.6,0.795,0.6,3,7.06
Raphinha,Leeds,26,"AM(LR),FW",2923,11,3,7,0,2.5,0.693,0.7,4,6.96
Thomas Partey,Arsenal,30,"D(R),M(CR)",2032,2,1,5,0,1.8,0.856,1.0,1,6.96
Martin Ødegaard,Arsenal,24,AM(CR),2793,7,4,4,0,1.5,0.86,0.4,1,6.91
Liam Cooper,Leeds,31,D(C),1815,0,1,5,0,0.3,0.831,3.9,0,6.86
Gabriel Martinelli,Arsenal,22,"AM(L),FW",1866,6,6,1,1,1.8,0.797,0.6,1,6.86
Takehiro Tomiyasu,Arsenal,24,D(CLR),1682,0,1,2,0,0.5,0.8109999999999999,2.2,1,6.83
Stuart Dallas,Leeds,32,"D(LR),M(CLR)",2929,1,1,5,0,0.9,0.7879999999999999,0.9,3,6.78
Ben White,Arsenal,25,"D(CR),DMC",2880,0,0,3,0,0.4,0.846,1.9,1,6.78
Kieran Tierney,Arsenal,26,"D(CL),M(L)",1919,1,3,0,0,0.7,0.825,0.5,0,6.77
Gabriel Magalhães,Arsenal,25,D(C),3068,5,0,6,1,0.8,0.895,1.6,1,6.74
Emile Smith Rowe,Arsenal,23,AM(CL),1922,10,2,1,0,1.2,0.8740000000000001,0.2,1,6.74
Pierre Emerick Aubameyang,Arsenal,34,"M(CLR),FW",1040,4,1,3,0,2.5,0.701,1.8,1,6.74
Alexandre Lacazette,Arsenal,32,"M(CLR),FW",1789,4,7,0,0,1.5,0.764,0.7,2,6.74
Leo Hjelde,Leeds,19,D(CL),148,0,0,0,0,0.0,0.688,1.5,0,6.7
Granit Xhaka,Arsenal,30,"D(L),M(C)",2331,1,2,10,1,1.0,0.868,1.0,1,6.67
Jack Harrison,Leeds,26,"AM(CLR),FW",2652,8,1,3,0,1.2,0.705,0.5,3,6.66
Pablo Marí,Arsenal,29,D(C),180,0,0,1,0,0.5,0.8590000000000001,2.5,0,6.65
Aaron Ramsdale,Arsenal,25,GK,3060,0,0,1,0,0.0,0.626,0.2,2,6.65
Illan Meslier,Leeds,23,GK,3385,0,0,2,0,0.0,0.69,0.4,0,6.62
Eddie Nketiah,Arsenal,24,FW,825,5,1,3,0,1.4,0.777,0.4,2,6.6
Diego Llorente,Leeds,29,"D(C),DMC",2344,3,0,7,0,0.4,0.8140000000000001,1.8,1,6.59
Rodrigo,Leeds,32,"M(CLR),FW",2275,6,1,9,0,1.5,0.755,0.5,1,6.57
Kalvin Phillips,Leeds,27,"D(C),DMC",1596,0,1,4,0,0.8,0.82,0.9,0,6.57
Cédric Soares,Arsenal,31,"D(LR),M(R)",1487,1,1,3,0,0.6,0.835,0.6,1,6.53
Albert Sambi Lokonga,Arsenal,23,DMC,1133,0,0,5,0,1.1,0.884,0.8,0,6.51
Junior Firpo,Leeds,26,"D(L),M(L)",1716,0,2,11,0,0.5,0.8140000000000001,1.1,0,6.49
Luke Ayling,Leeds,31,"D(CR),M(R)",2275,2,2,4,1,0.7,0.774,1.3,0,6.49
Rob Holding,Arsenal,27,D(CR),840,1,0,2,1,0.3,0.868,1.9,1,6.48
Patrick Bamford,Leeds,29,"AM(CLR),FW",560,2,2,2,0,2.2,0.8170000000000001,0.6,0,6.46
Mohamed Elneny,Arsenal,31,DMC,802,0,2,1,0,0.6,0.935,0.4,0,6.46
Jamie Shackleton,Leeds,23,"D(R),DMC,M(R)",709,0,0,4,0,0.3,0.8640000000000001,0.4,0,6.45
Daniel James,Leeds,25,"AM(CLR),FW",2368,4,4,7,1,1.6,0.7170000000000001,0.4,0,6.44
Nicolas Pépé,Arsenal,28,"AM(LR),FW",682,1,2,0,0,1.2,0.8370000000000001,0.9,1,6.44
Nuno Tavares,Arsenal,23,"D(L),M(L)",1171,1,1,2,0,1.0,0.821,1.1,0,6.42
Bernd Leno,Arsenal,31,GK,360,0,0,0,0,0.0,0.624,0.8,0,6.41
Mateusz Klich,Leeds,33,M(CL),2095,1,2,5,0,1.3,0.799,0.2,0,6.37
Pascal Struijk,Leeds,24,"D(CL),DMC",2053,1,0,6,1,0.4,0.852,1.4,0,6.36
Robin Koch,Leeds,27,"D(C),DMC",1575,0,0,3,0,0.7,0.774,2.3,0,6.35
Ainsley Maitland Niles,Arsenal,25,"D(LR),M(CLR)",265,0,0,0,0,0.3,0.77,0.4,0,6.35
Sam Greenwood,Leeds,21,M(C),232,0,2,0,0,0.6,0.74,0.3,0,6.34
Adam Forshaw,Leeds,31,M(C),1530,0,1,5,0,0.6,0.835,0.5,0,6.33
Tyler Roberts,Leeds,24,"AM(CR),FW",979,1,1,5,0,1.3,0.7390000000000001,0.4,1,6.32
Joe Gelhardt,Leeds,21,FW,738,2,2,4,0,1.2,0.65,0.6,0,6.28
