name,team,number,position,min,goal,assist,yellow,red,shot,pass,aer,mom,rating
Christian Eriksen,Brentford,31,"M(CLR),FW",938,1,4,1,0,2.0,0.809,0.5,3,7.37
Ivan Toney,Brentford,27,FW,2908,12,5,8,0,2.7,0.589,4.5,5,7.28
Toti,Wolves,24,D(CL),360,0,0,1,0,0.3,0.7559999999999999,3.3,0,7.01
Christian Nørgaard,Brentford,29,"D(C),DMC",3059,3,4,8,0,0.8,0.799,1.4,1,7.0
Ethan Pinnock,Brentford,30,D(C),2698,1,1,1,0,0.5,0.754,4.5,1,6.97
Rayan Aït Nouri,Wolves,22,"D(L),M(L)",1828,1,2,4,0,0.6,0.767,0.7,1,6.96
Adama Traoré,Wolves,27,"M(CLR),FW",1065,1,0,0,0,1.2,0.779,0.8,4,6.94
Maximilian Kilman,Wolves,26,D(C),2689,1,0,3,0,0.4,0.858,2.2,1,6.87
Rúben Neves,Wolves,26,DMC,2663,4,2,9,0,1.3,0.84,0.6,2,6.85
Romain Saïss,Wolves,33,"D(C),DMC",2709,2,0,6,0,0.6,0.8009999999999999,2.4,1,6.85
José Sá,Wolves,30,GK,3286,0,1,3,0,0.0,0.63,0.4,5,6.83
Nélson Semedo,Wolves,29,"D(LR),M(R)",2137,0,1,1,0,0.8,0.774,0.6,0,6.82
David Raya,Brentford,27,GK,2160,0,0,1,0,0.0,0.645,0.4,0,6.8
Daniel Podence,Wolves,27,"AM(CLR),FW",1486,2,3,2,0,1.3,0.741,0.1,0,6.78
Pontus Jansson,Brentford,32,D(C),3322,3,1,7,0,0.6,0.809,2.8,0,6.76
Marçal,Wolves,34,"D(CL),M(L)",1453,0,0,3,0,0.6,0.777,1.4,0,6.75
Jonny,Wolves,29,"D(CLR),M(LR)",1023,2,0,1,0,0.8,0.83,0.8,0,6.75
Bryan Mbeumo,Brentford,24,"AM(LR),FW",2916,4,7,4,0,2.2,0.69,0.8,1,6.74
Kristoffer Ajer,Brentford,25,"D(CR),DMC",1987,1,3,5,0,0.3,0.6970000000000001,2.0,0,6.73
Vitaly Janelt,Brentford,25,DMC,2309,4,0,3,0,1.0,0.779,1.1,2,6.73
João Moutinho,Wolves,36,M(C),2975,2,1,4,0,0.6,0.867,0.4,2,6.69
Raúl Jiménez,Wolves,32,FW,2640,6,4,5,2,1.7,0.718,1.9,1,6.65
Conor Coady,Wolves,30,"D(CR),DMC",3364,4,0,5,0,0.3,0.897,0.8,0,6.65
Willy Boly,Wolves,32,D(C),900,0,0,1,0,0.2,0.84,2.0,0,6.6
Trincão,Wolves,23,AM(CR),1340,2,1,0,0,1.1,0.8079999999999999,0.2,1,6.57
Charlie Goode,Brentford,28,D(C),448,0,0,3,0,0.3,0.7,2.5,0,6.55
Rico Henry,Brentford,26,"D(L),M(L)",2784,3,0,2,0,0.4,0.7440000000000001,0.8,0,6.54
Hwang Hee Chan,Wolves,27,"AM(CLR),FW",1822,5,1,2,0,0.9,0.81,0.3,1,6.52
Yoane Wissa,Brentford,26,"AM(L),FW",1275,7,1,0,0,1.1,0.6809999999999999,0.7,0,6.52
Chiquinho,Wolves,23,AM(R),204,0,3,0,0,0.6,0.733,0.5,0,6.52
Sergi Canós,Brentford,26,M(LR),2094,3,2,6,1,1.1,0.629,0.3,1,6.49
Zanka,Brentford,33,D(C),517,1,0,2,0,0.3,0.807,1.3,0,6.47
Finley Stevens,Brentford,20,Defender,14,0,0,0,0,0.0,0.833,1.0,0,6.46
Álvaro Fernández,Brentford,25,GK,1080,0,0,0,0,0.0,0.605,0.2,1,6.46
Saman Ghoddos,Brentford,29,"M(CLR),FW",528,1,1,2,0,0.5,0.716,0.6,0,6.46
Pedro Neto,Wolves,23,"AM(CLR),FW",466,1,1,3,0,1.3,0.8490000000000001,0.2,0,6.46
Leander Dendoncker,Wolves,28,"D(C),M(C)",1948,2,2,4,0,0.8,0.8690000000000001,1.0,0,6.44
Mathias Jensen,Brentford,27,M(C),1602,0,1,0,0,0.6,0.762,0.2,0,6.42
John Ruddy,Wolves,36,GK,135,0,0,0,0,0.0,0.621,0.5,0,6.4
Tariqe Fosu Henry,Brentford,27,M(CLR),16,0,0,0,0,1.0,0.833,0.0,0,6.38
Frank Onyeka,Brentford,25,DMC,1051,0,0,4,0,0.8,0.802,0.8,0,6.37
Luke Cundle,Wolves,21,AM(C),180,0,0,0,0,0.0,0.932,0.0,0,6.34
Shandon Baptiste,Brentford,25,AM(C),905,1,0,0,1,0.5,0.852,0.3,0,6.32
Ki Jana Hoever,Wolves,21,"D(R),M(R)",307,0,0,1,0,0.1,0.695,0.4,0,6.31
Mads Bech,Brentford,24,D(CL),834,0,0,3,0,0.2,0.8140000000000001,0.8,0,6.27
Mads Roerslev,Brentford,24,"D(R),M(R)",1235,1,1,1,0,0.2,0.67,0.6,0,6.27
Marcus Forss,Brentford,24,"AM(R),FW",203,0,1,0,0,0.7,0.611,0.3,0,6.15
Josh Dasilva,Brentford,24,M(C),252,0,0,0,1,0.1,0.828,0.3,0,6.14
