name,team,number,position,min,goal,assist,yellow,red,shot,pass,aer,mom,rating
Conor Gallagher,Crystal Palace,23,AM(C),2851,8,3,10,0,1.5,0.812,0.7,4,7.09
Wilfried Zaha,Crystal Palace,30,"AM(LR),FW",2761,14,1,4,1,2.1,0.799,0.4,5,6.99
James Tarkowski,Burnley,30,D(C),3107,1,2,11,0,0.6,0.688,4.4,1,6.97
Dwight McNeil,Burnley,23,M(CLR),3114,0,1,1,0,1.4,0.777,0.3,1,6.96
Ben Mee,Burnley,33,D(CL),1840,3,0,3,0,0.9,0.7040000000000001,3.2,1,6.92
Nathan Collins,Burnley,22,D(CR),1670,2,0,2,1,0.8,0.6920000000000001,3.1,1,6.89
Josh Brownhill,Burnley,27,M(CR),2953,2,3,10,0,0.8,0.774,1.3,2,6.86
James McArthur,Crystal Palace,35,M(CLR),1438,0,3,4,0,0.4,0.831,1.0,0,6.83
Charlie Taylor,Burnley,29,"D(CL),M(L)",2731,0,3,3,0,0.2,0.711,1.9,1,6.82
Nick Pope,Burnley,31,GK,3240,0,0,1,0,0.0,0.445,0.5,5,6.82
Marc Guéhi,Crystal Palace,23,D(C),3223,2,1,4,0,0.5,0.8740000000000001,1.9,0,6.77
Tyrick Mitchell,Crystal Palace,23,D(L),3103,0,2,1,0,0.1,0.7190000000000001,0.8,1,6.75
Cheikhou Kouyaté,Crystal Palace,33,"D(CR),DMC",1978,0,1,3,0,0.3,0.82,1.9,0,6.74
Jeffrey Schlupp,Crystal Palace,30,"D(L),M(CLR)",1846,4,1,1,0,1.0,0.763,1.0,1,6.73
Joel Ward,Crystal Palace,33,"D(CLR),DMC,M(R)",2486,0,0,8,0,0.4,0.792,2.1,0,6.72
Erik Pieters,Burnley,35,"D(CL),M(L)",727,0,1,1,0,0.6,0.677,1.0,0,6.71
Vicente Guaita,Crystal Palace,36,GK,2656,0,0,2,0,0.0,0.7490000000000001,0.3,1,6.7
Maxwel Cornet,Burnley,26,"D(L),M(LR),FW",1778,9,1,2,0,1.8,0.706,0.9,1,6.69
Jordan Ayew,Crystal Palace,31,"AM(CLR),FW",2024,3,3,2,0,1.1,0.836,1.0,0,6.68
Joachim Andersen,Crystal Palace,27,D(C),2915,0,3,4,0,0.2,0.816,1.6,0,6.67
Michael Olise,Crystal Palace,21,AM(CLR),1138,2,5,4,0,0.7,0.8140000000000001,0.3,1,6.66
Odsonne Édouard,Crystal Palace,25,"AM(L),FW",1567,6,3,4,0,1.4,0.737,1.4,0,6.66
Christian Benteke,Crystal Palace,32,FW,1136,4,1,3,0,1.6,0.644,3.4,3,6.66
Chris Wood,Burnley,31,FW,1378,3,0,1,0,1.8,0.586,5.5,0,6.66
Jean Philippe Mateta,Crystal Palace,26,FW,1152,5,1,2,0,1.7,0.6779999999999999,1.8,1,6.64
Wout Weghorst,Burnley,31,FW,1457,2,3,3,0,1.5,0.643,2.8,0,6.62
Connor Roberts,Burnley,27,"D(LR),M(R)",1693,1,1,2,0,0.3,0.7290000000000001,0.6,0,6.61
Matthew Lowton,Burnley,34,"D(LR),M(R)",1772,1,2,3,1,0.4,0.674,1.0,0,6.59
Nathaniel Clyne,Crystal Palace,32,"D(LR),M(R)",1351,0,1,1,0,0.2,0.792,0.6,0,6.57
Will Hughes,Crystal Palace,28,M(CLR),1058,0,1,6,0,0.4,0.856,0.7,0,6.53
Eberechi Eze,Crystal Palace,25,AM(CLR),603,1,1,1,0,0.8,0.8240000000000001,0.5,0,6.52
Jack Butland,Crystal Palace,30,GK,765,0,0,0,0,0.0,0.7040000000000001,0.1,1,6.45
Jay Rodríguez,Burnley,34,"AM(CLR),FW",1375,2,2,3,0,1.4,0.599,1.9,0,6.44
Luka Milivojevic,Crystal Palace,32,DMC,776,0,0,1,0,0.5,0.856,0.9,0,6.44
Wayne Hennessey,Burnley,36,GK,180,0,0,0,0,0.0,0.479,1.0,0,6.44
Jóhann Gudmundsson,Burnley,32,M(CLR),1105,0,1,2,0,1.1,0.6759999999999999,0.8,0,6.43
James Tomkins,Crystal Palace,34,D(CR),546,1,0,2,0,0.5,0.865,1.3,0,6.42
Ashley Westwood,Burnley,33,DMC,2290,0,3,7,0,0.5,0.752,0.3,0,6.42
Jack Cork,Burnley,34,DMC,1676,1,0,4,0,0.4,0.742,1.3,0,6.38
Matej Vydra,Burnley,31,"AM(CL),FW",668,2,3,1,0,0.9,0.735,0.8,0,6.33
Aaron Lennon,Burnley,36,M(LR),1548,2,0,2,0,0.4,0.735,0.3,0,6.28
Kevin Long,Burnley,32,D(C),408,0,0,1,0,0.7,0.775,2.2,0,6.22
Ashley Barnes,Burnley,33,"AM(CL),FW",803,1,0,4,0,0.7,0.637,2.2,0,6.18
Dale Stephens,Burnley,34,M(C),123,0,0,1,0,0.3,0.807,0.0,0,6.17
Jesurun Rak Sakyi,Crystal Palace,20,AM(R),81,0,0,0,0,0.0,0.875,0.0,0,6.15
Jairo Riedewald,Crystal Palace,26,"D(CL),DMC",117,0,0,0,0,0.0,0.8490000000000001,0.0,0,6.12
Nathan Ferguson,Crystal Palace,22,D(LR),8,0,0,0,0,0.0,0.33299999999999996,0.0,0,5.98
