home,away,home_score,away_score
Sheffield United,Everton,0,1
Brighton,Newcastle,0,0
Wolves,Crystal Palace,2,0
Watford,Manchester City,0,4
Aston Villa,Arsenal,1,0
Manchester United,West Ham,1,1
Liverpool,Chelsea,5,3
Arsenal,Watford,3,2
Burnley,Brighton,1,2
Chelsea,Wolves,2,0
Crystal Palace,Tottenham,1,1
Everton,Bournemouth,1,3
Leicester,Manchester United,0,2
Manchester City,Norwich,5,0
Newcastle,Liverpool,1,3
Southampton,Sheffield United,3,1
West Ham,Aston Villa,1,1
Sheffield United,Everton,0,1
Brighton,Newcastle,0,0
Wolves,Crystal Palace,2,0
Watford,Manchester City,0,4
Aston Villa,Arsenal,1,0
Manchester United,West Ham,1,1
Liverpool,Chelsea,5,3
Arsenal,Watford,3,2
Burnley,Brighton,1,2
Chelsea,Wolves,2,0
Crystal Palace,Tottenham,1,1
Everton,Bournemouth,1,3
Leicester,Manchester United,0,2
Manchester City,Norwich,5,0
Newcastle,Liverpool,1,3
Southampton,Sheffield United,3,1
West Ham,Aston Villa,1,1
Manchester United,Southampton,2,2
Chelsea,Norwich,1,0
Burnley,Wolves,1,1
Manchester City,Bournemouth,2,1
Newcastle,Tottenham,1,3
Arsenal,Liverpool,2,1
Everton,Aston Villa,1,1
Leicester,Sheffield United,2,0
Crystal Palace,Manchester United,0,2
Southampton,Brighton,1,1
West Ham,Watford,3,1
Norwich,Burnley,0,2
Bournemouth,Southampton,0,2
Tottenham,Leicester,3,0
Tottenham,Everton,1,0
Crystal Palace,Chelsea,2,3
Watford,Norwich,2,1
Arsenal,Leicester,1,1
Manchester City,Newcastle,5,0
Sheffield United,Wolves,1,0
West Ham,Burnley,0,1
Brighton,Liverpool,1,3
Bournemouth,Tottenham,0,0
Everton,Southampton,1,1
Aston Villa,Manchester United,0,3
Norwich,West Ham,0,4
Watford,Newcastle,2,1
Liverpool,Burnley,1,1
Sheffield United,Chelsea,3,0
Brighton,Manchester City,0,5
Wolves,Everton,3,0
Aston Villa,Crystal Palace,2,0
Tottenham,Arsenal,2,1
Bournemouth,Leicester,4,1
Crystal Palace,Burnley,0,1
Brighton,Manchester United,0,3
Everton,Leicester,2,1
Arsenal,Norwich,4,0
Bournemouth,Newcastle,1,4
West Ham,Chelsea,3,2
Sheffield United,Tottenham,3,1
Manchester City,Liverpool,4,0
Norwich,Brighton,0,1
Leicester,Crystal Palace,3,0
Manchester United,Bournemouth,5,2
Wolves,Arsenal,0,2
Chelsea,Watford,3,0
Burnley,Sheffield United,1,1
Newcastle,West Ham,2,2
Liverpool,Aston Villa,2,0
Southampton,Manchester City,1,0
Manchester City,Burnley,5,0
Leicester,Brighton,0,0
Tottenham,West Ham,2,0
Wolves,Bournemouth,1,0
Manchester United,Sheffield United,3,0
Newcastle,Aston Villa,1,1
Norwich,Everton,0,1
Liverpool,Crystal Palace,4,0
Burnley,Watford,1,0
Southampton,Arsenal,0,2
Chelsea,Manchester City,2,1
Aston Villa,Wolves,0,1
Watford,Southampton,1,3
Aston Villa,Sheffield United,0,0
Manchester City,Arsenal,3,0
Norwich,Southampton,0,3
Tottenham,Manchester United,1,1
Watford,Leicester,1,1
Brighton,Arsenal,2,1
West Ham,Wolves,0,2
Bournemouth,Crystal Palace,0,2
Newcastle,Sheffield United,3,0
Aston Villa,Chelsea,1,2
Everton,Liverpool,0,0
Leicester,Aston Villa,4,0
Liverpool,Bournemouth,2,1
Sheffield United,Norwich,1,0
Southampton,Newcastle,0,1
Wolves,Brighton,0,0
Arsenal,West Ham,1,0
