name,team,min,goal,assist,shot,pass,aer,mom,rating
Kevin De Bruyne,Man City,2205,15,8,2.6,0.825,0.4,4,7.63
Mohamed Salah,Liverpool,2763,23,13,4.0,0.799,0.2,7,7.54
Trent Alexander Arnold,Liverpool,2854,2,12,1.6,0.7809999999999999,0.5,5,7.52
Son Heung Min,Tottenham,3021,23,7,2.5,0.866,0.5,6,7.51
Harry Kane,Tottenham,3232,17,9,3.6,0.703,2.0,7,7.45
Rodri,Man City,2887,7,2,1.4,0.9179999999999999,2.6,4,7.43
João Cancelo,Man City,3228,1,7,2.3,0.853,1.6,5,7.42
Joël Matip,Liverpool,2790,3,3,1.1,0.885,3.5,5,7.36
Sadio Mané,Liverpool,2825,16,2,2.9,0.773,0.9,3,7.3
Phil Foden,Man City,2133,9,5,2.0,0.8740000000000001,0.2,1,7.29
Kevin De Bruyne,Man City,2205,15,8,2.6,0.825,0.4,4,7.63
Mohamed Salah,Liverpool,2763,23,13,4.0,0.799,0.2,7,7.54
Trent Alexander Arnold,Liverpool,2854,2,12,1.6,0.7809999999999999,0.5,5,7.52
Son Heung Min,Tottenham,3021,23,7,2.5,0.866,0.5,6,7.51
Kenedy,Chelsea,59,0,1,1.0,0.7390000000000001,0.0,0,7.46
Harry Kane,Tottenham,3232,17,9,3.6,0.703,2.0,7,7.45
Luis Díaz,Liverpool,964,4,3,2.9,0.877,1.2,1,7.44
Rodri,Man City,2887,7,2,1.4,0.9179999999999999,2.6,4,7.43
Ben Chilwell,Chelsea,541,3,1,1.9,0.83,1.0,1,7.42
João Cancelo,Man City,3228,1,7,2.3,0.853,1.6,5,7.42
Kieran Trippier,Newcastle,430,2,0,0.3,0.65,1.7,1,7.38
Christian Eriksen,Brentford,938,1,4,2.0,0.809,0.5,3,7.37
Joël Matip,Liverpool,2790,3,3,1.1,0.885,3.5,5,7.36
Sadio Mané,Liverpool,2825,16,2,2.9,0.773,0.9,3,7.3
Phil Foden,Man City,2133,9,5,2.0,0.8740000000000001,0.2,1,7.29
Ivan Toney,Brentford,2908,12,5,2.7,0.589,4.5,5,7.28
Bernardo Silva,Man City,2861,8,4,1.3,0.8959999999999999,0.2,3,7.27
Kristoffer Klaesson,Leeds,35,0,0,0.0,0.778,1.0,0,7.27
Danny Ward,Leicester,90,0,0,0.0,0.88,0.0,0,7.25
Rodrigo Bentancur,Tottenham,1367,0,4,0.8,0.9,1.2,1,7.24
Reece James,Chelsea,1868,5,9,1.4,0.8959999999999999,0.7,4,7.24
Ilkay Gündogan,Man City,1856,8,4,2.0,0.912,0.4,1,7.24
Ferran Torres,Man City,305,2,1,3.3,0.7709999999999999,1.0,1,7.23
Andy Robertson,Liverpool,2541,3,10,0.6,0.852,0.9,2,7.23
Raheem Sterling,Man City,2127,13,5,1.9,0.8540000000000001,0.1,4,7.2
Gabriel Jesus,Man City,1880,8,8,2.3,0.848,0.8,6,7.19
Dejan Kulusevski,Tottenham,1267,5,8,1.4,0.8640000000000001,0.2,1,7.19
Mason Mount,Chelsea,2365,11,10,2.4,0.8540000000000001,0.2,7,7.19
Virgil van Dijk,Liverpool,3060,3,1,1.0,0.895,3.4,0,7.18
John McGinn,Aston Villa,3092,3,4,1.2,0.795,0.7,4,7.17
Jack Grealish,Man City,1917,3,3,1.7,0.884,0.5,0,7.16
Zack Steffen,Man City,90,0,0,0.0,0.848,0.0,0,7.16
Pierre Emile Højbjerg,Tottenham,3199,2,2,0.9,0.897,0.6,1,7.16
Jarrod Bowen,West Ham,2993,12,10,2.2,0.762,1.1,4,7.14
Cristiano Ronaldo,Man Utd,2459,18,3,3.7,0.8190000000000001,1.4,5,7.11
John Stones,Man City,1118,1,0,0.6,0.915,3.4,0,7.1
Declan Rice,West Ham,3178,1,4,0.7,0.9159999999999999,1.2,1,7.1
Thiago Alcântara,Liverpool,1538,1,4,1.0,0.8909999999999999,1.3,0,7.1
Marcos Alonso,Chelsea,2173,4,4,1.5,0.8109999999999999,1.4,1,7.1
Allan Saint Maximin,Newcastle,2812,5,5,1.8,0.763,0.5,6,7.09
Conor Gallagher,Crystal Palace,2851,8,3,1.5,0.812,0.7,4,7.09
Diogo Jota,Liverpool,2373,15,4,2.6,0.7490000000000001,1.1,4,7.09
Thiago Silva,Chelsea,2651,3,0,0.6,0.9279999999999999,1.8,1,7.08
Moisés Caicedo,Brighton,664,1,1,1.3,0.821,1.1,0,7.07
Bukayo Saka,Arsenal,2996,11,7,2.6,0.795,0.6,3,7.06
James Maddison,Leicester,2468,12,8,2.1,0.807,0.1,6,7.06
Mateo Kovacic,Chelsea,1557,2,5,0.9,0.888,0.2,1,7.05
Oleksandr Zinchenko,Man City,1045,0,4,0.8,0.907,1.0,0,7.05
Kostas Tsimikas,Liverpool,874,0,2,0.6,0.813,0.9,0,7.04
Bruno Guimarães,Newcastle,1034,5,1,1.4,0.857,0.2,4,7.04
Bruno Fernandes,Man Utd,3120,10,6,2.5,0.7829999999999999,0.5,3,7.03
Trevoh Chalobah,Chelsea,1451,3,1,0.5,0.9059999999999999,1.7,1,7.03
Caoimhín Kelleher,Liverpool,180,0,0,0.0,0.897,0.5,0,7.02
Kepa,Chelsea,360,0,0,0.0,0.789,0.3,0,7.02
James Ward Prowse,Southampton,3217,10,5,1.5,0.863,0.8,4,7.01
Toti,Wolves,360,0,0,0.3,0.7559999999999999,3.3,0,7.01
N 39 Golo Kanté,Chelsea,1778,2,4,0.7,0.867,0.5,2,7.01
Fabinho,Liverpool,2316,5,1,0.7,0.875,1.5,1,7.0
Christian Nørgaard,Brentford,3059,3,4,0.8,0.799,1.4,1,7.0
Riyad Mahrez,Man City,1493,11,5,2.2,0.9,0.3,2,7.0
