home,away,home_score,away_score
Swansea,Southampton,0,1
Leicester,Arsenal,3,1
Chelsea,Huddersfield,1,1
Tottenham,Newcastle,1,0
Manchester City,Brighton,3,1
West Ham,Manchester United,0,0
Tottenham,Leicester,5,4
West Ham,Everton,3,1
Newcastle,Chelsea,3,0
Southampton,Manchester City,0,1
Swansea,Stoke,1,2
Burnley,Bournemouth,1,2
Crystal Palace,West Bromwich Albion,2,0
Huddersfield,Arsenal,0,1
Liverpool,Brighton,4,0
Manchester United,Watford,1,0
Swansea,Southampton,0,1
Leicester,Arsenal,3,1
Chelsea,Huddersfield,1,1
Tottenham,Newcastle,1,0
Manchester City,Brighton,3,1
West Ham,Manchester United,0,0
Tottenham,Leicester,5,4
West Ham,Everton,3,1
Newcastle,Chelsea,3,0
Southampton,Manchester City,0,1
Swansea,Stoke,1,2
Burnley,Bournemouth,1,2
Crystal Palace,West Bromwich Albion,2,0
Huddersfield,Arsenal,0,1
Liverpool,Brighton,4,0
Manchester United,Watford,1,0
Tottenham,Watford,2,0
Brighton,Manchester United,1,0
Stoke,Crystal Palace,1,2
Watford,Newcastle,2,1
West Bromwich Albion,Tottenham,1,0
Leicester,West Ham,0,2
Bournemouth,Swansea,1,0
Everton,Southampton,1,1
Manchester City,Huddersfield,0,0
Chelsea,Liverpool,1,0
Arsenal,Burnley,5,0
Everton,Newcastle,1,0
Liverpool,Stoke,0,0
Burnley,Brighton,0,0
Crystal Palace,Leicester,5,0
Huddersfield,Everton,0,2
Newcastle,West Bromwich Albion,0,1
Southampton,Bournemouth,2,1
Swansea,Chelsea,0,1
West Ham,Manchester City,1,4
Manchester United,Arsenal,2,1
West Ham,Stoke,1,1
Brighton,Tottenham,1,1
Bournemouth,Manchester United,0,2
Burnley,Chelsea,1,2
Leicester,Southampton,0,0
West Bromwich Albion,Liverpool,2,2
Watford,Crystal Palace,0,0
Stoke,Burnley,1,1
Arsenal,West Ham,4,1
Manchester City,Swansea,5,0
Southampton,Chelsea,2,3
Swansea,Everton,1,1
Burnley,Leicester,2,1
Crystal Palace,Brighton,3,2
Huddersfield,Watford,1,0
Liverpool,Bournemouth,3,0
Tottenham,Manchester City,1,3
Newcastle,Arsenal,2,1
Manchester United,West Bromwich Albion,0,1
Everton,Liverpool,0,0
Leicester,Newcastle,1,2
Bournemouth,Crystal Palace,2,2
Brighton,Huddersfield,1,1
Stoke,Tottenham,1,2
Watford,Burnley,1,2
West Bromwich Albion,Swansea,1,1
Manchester City,Manchester United,2,3
Arsenal,Southampton,3,2
