name,team,min,goal,assist,shot,pass,aer,mom,rating
Sergio Agüero,Man City,1969,21,6,3.8,0.828,0.4,4,7.81
Kevin De Bruyne,Man City,3085,8,16,2.5,0.8340000000000001,0.4,8,7.8
Mohamed Salah,Liverpool,2922,32,10,4.0,0.767,0.4,8,7.69
Eden Hazard,Chelsea,2433,12,4,2.1,0.836,0.2,9,7.69
Harry Kane,Tottenham,3083,30,2,5.0,0.7120000000000001,1.6,9,7.6
David Silva,Man City,2437,9,11,1.9,0.889,0.6,4,7.58
Raheem Sterling,Man City,2593,18,11,2.6,0.84,0.2,4,7.55
Leroy Sané,Man City,2423,10,15,1.8,0.8420000000000001,0.5,3,7.54
Paul Pogba,Man Utd,2151,6,10,2.8,0.853,1.9,4,7.48
Fernandinho,Man City,2885,5,3,1.4,0.9009999999999999,2.8,1,7.44
Philippe Coutinho,Liverpool,1116,7,6,3.9,0.7879999999999999,0.1,6,8.03
Sergio Agüero,Man City,1969,21,6,3.8,0.828,0.4,4,7.81
Alex Oxlade Chamberlain,Arsenal,242,0,0,3.0,0.846,1.3,1,7.81
Kevin De Bruyne,Man City,3085,8,16,2.5,0.8340000000000001,0.4,8,7.8
Henri Saivet,Newcastle,84,1,0,1.0,0.625,2.0,0,7.7
Mohamed Salah,Liverpool,2922,32,10,4.0,0.767,0.4,8,7.69
Eden Hazard,Chelsea,2433,12,4,2.1,0.836,0.2,9,7.69
Harry Kane,Tottenham,3083,30,2,5.0,0.7120000000000001,1.6,9,7.6
David Silva,Man City,2437,9,11,1.9,0.889,0.6,4,7.58
Alexis Sánchez,Man Utd,1048,2,3,1.6,0.7609999999999999,0.5,4,7.55
Raheem Sterling,Man City,2593,18,11,2.6,0.84,0.2,4,7.55
Leroy Sané,Man City,2423,10,15,1.8,0.8420000000000001,0.5,3,7.54
Paulo Gazzaniga,Tottenham,90,0,0,0.0,0.773,1.0,0,7.52
Aaron Wan Bissaka,Crystal Palace,628,0,0,0.0,0.7290000000000001,1.3,0,7.52
Paul Pogba,Man Utd,2151,6,10,2.8,0.853,1.9,4,7.48
Fernandinho,Man City,2885,5,3,1.4,0.9009999999999999,2.8,1,7.44
Jérémy Pied,Southampton,180,0,1,1.0,0.7709999999999999,0.5,0,7.41
Christian Eriksen,Tottenham,3226,10,10,2.6,0.8240000000000001,0.5,4,7.4
Roberto Firmino,Liverpool,2778,15,7,2.3,0.726,1.2,3,7.39
Shkodran Mustafi,Arsenal,2274,3,1,0.5,0.862,4.5,3,7.38
Wilfried Zaha,Crystal Palace,2551,9,3,2.2,0.753,0.1,3,7.38
Virgil van Dijk,Liverpool,1260,0,0,1.1,0.898,5.6,1,7.35
Henrikh Mkhitaryan,Arsenal,797,2,4,1.9,0.777,0.9,2,7.35
Sergio Romero,Man Utd,90,0,0,0.0,0.6,0.0,0,7.34
Alexis Sánchez,Arsenal,1508,7,3,3.6,0.7240000000000001,0.8,3,7.33
Pierre Emerick Aubameyang,Arsenal,1058,10,4,2.4,0.6940000000000001,0.6,2,7.33
James Tomkins,Crystal Palace,2388,3,0,0.8,0.818,4.1,3,7.31
Romelu Lukaku,Man Utd,2869,16,7,2.5,0.684,3.2,2,7.29
Riyad Mahrez,Leicester,2961,12,10,2.0,0.7959999999999999,0.8,5,7.28
Sèrge Aurier,Tottenham,1429,2,2,0.9,0.794,2.8,1,7.28
Emre Can,Liverpool,2094,3,4,1.0,0.855,1.8,2,7.28
Kyle Walker Peters,Tottenham,188,0,2,0.0,0.825,0.7,0,7.28
Sadio Mané,Liverpool,2207,10,7,2.4,0.804,0.9,1,7.27
Aaron Ramsey,Arsenal,1848,7,8,2.3,0.8490000000000001,0.4,1,7.27
Jan Vertonghen,Tottenham,3205,0,0,0.7,0.863,3.3,3,7.26
Mesut Özil,Arsenal,2164,4,8,1.5,0.865,0.0,2,7.25
N 39 Golo Kanté,Chelsea,2998,1,1,0.7,0.893,0.5,1,7.25
Chris Smalling,Man Utd,2536,4,0,0.4,0.8759999999999999,3.7,1,7.24
James Tarkowski,Burnley,2790,0,0,0.6,0.731,4.7,4,7.22
Phil Jones,Man Utd,1975,0,0,0.1,0.912,2.5,2,7.21
Nemanja Matic,Man Utd,3119,1,1,0.5,0.877,1.6,0,7.2
César Azpilicueta,Chelsea,3330,2,6,0.4,0.867,2.2,1,7.18
Shane Duffy,Brighton,3294,0,1,0.8,0.764,5.4,3,7.18
Kevin Long,Burnley,1440,1,2,0.6,0.7170000000000001,5.0,3,7.16
Fabian Delph,Man City,1746,1,2,0.5,0.93,1.0,1,7.16
Wilfred Ndidi,Leicester,2899,0,3,1.2,0.7609999999999999,3.5,2,7.14
Nicolás Otamendi,Man City,2968,4,0,0.9,0.919,2.3,5,7.13
Marcos Alonso,Chelsea,2860,7,2,2.0,0.794,1.8,3,7.13
Nacho Monreal,Arsenal,2244,5,2,0.8,0.895,2.2,2,7.13
Theo Walcott,Everton,1153,3,3,1.4,0.759,0.5,4,7.13
Ben Mee,Burnley,2610,0,0,0.9,0.764,4.0,2,7.12
Kurt Zouma,Stoke,2888,1,0,0.6,0.7829999999999999,3.2,3,7.12
Ashley Young,Man Utd,2448,2,4,0.6,0.795,0.6,4,7.12
Andros Townsend,Crystal Palace,3129,2,7,1.7,0.7859999999999999,0.1,1,7.11
Oleksandr Zinchenko,Man City,533,0,0,0.6,0.924,2.0,0,7.11
Joe Gomez,Liverpool,1901,0,2,0.2,0.845,1.4,0,7.11
Christopher Schindler,Huddersfield,3266,0,1,0.3,0.8140000000000001,4.2,3,7.11
Robert Brady,Burnley,1279,1,2,1.6,0.6809999999999999,0.6,2,7.1
Alexander Sørloth,Crystal Palace,360,0,0,1.8,0.607,5.0,0,7.1
Cesc Fàbregas,Chelsea,2309,2,4,1.2,0.835,0.3,3,7.1
Virgil van Dijk,Southampton,993,0,0,0.9,0.858,5.0,1,7.1
Ryan Shawcross,Stoke,2372,1,1,0.9,0.6729999999999999,5.7,0,7.09
Aymeric Laporte,Man City,807,0,0,0.3,0.925,2.7,0,7.09
Dele Alli,Tottenham,2972,9,10,1.9,0.772,0.8,1,7.09
Alexandre Lacazette,Arsenal,2212,14,4,2.1,0.767,0.9,1,7.09
Ben Davies,Tottenham,2325,2,6,0.6,0.8009999999999999,1.6,1,7.08
Ruben Loftus Cheek,Crystal Palace,1875,2,3,1.3,0.8240000000000001,1.3,1,7.08
Laurent Koscielny,Arsenal,2227,2,0,0.4,0.89,3.2,1,7.08
Harry Maguire,Leicester,3420,2,4,0.8,0.784,3.1,1,7.08
Marko Arnautovic,West Ham,2323,11,6,2.3,0.715,0.7,5,7.07
Antonio Valencia,Man Utd,2743,3,1,0.5,0.853,0.7,0,7.07
Lasse Sørensen,Stoke,76,0,1,0.0,0.741,0.0,0,7.06
Florian Lejeune,Newcastle,2104,0,2,0.5,0.768,3.5,1,7.05
Kyle Walker,Man City,2787,0,6,0.4,0.878,2.2,0,7.05
Gabriel Jesus,Man City,1673,13,3,1.9,0.797,0.7,1,7.05
Manuel Lanzini,West Ham,2049,5,6,1.6,0.8759999999999999,0.1,2,7.04
Jamaal Lascelles,Newcastle,2928,3,0,0.4,0.7709999999999999,3.9,1,7.04
Vincent Kompany,Man City,1397,1,1,0.5,0.9259999999999999,2.5,0,7.04
Kieran Trippier,Tottenham,1914,0,5,0.3,0.8140000000000001,1.5,0,7.04
Eric Bailly,Man Utd,1000,1,0,0.2,0.862,1.3,0,7.03
Arthur Masuaku,West Ham,1873,0,3,0.3,0.805,0.9,2,7.02
Lewis Dunk,Brighton,3420,1,1,0.7,0.784,3.2,1,7.02
Jóhann Gudmundsson,Burnley,2840,2,8,1.5,0.737,1.2,0,7.02
Andy Robertson,Liverpool,1943,1,5,0.5,0.871,0.7,1,7.02
