name,team,min,goal,assist,shot,pass,aer,mom,rating
Eden Hazard,Chelsea,3007,16,5,2.1,0.8420000000000001,0.6,13,7.82
Alexis Sánchez,Arsenal,3224,24,10,3.4,0.736,0.4,11,7.75
Paul Pogba,Man Utd,2610,5,4,3.1,0.851,2.8,4,7.72
Harry Kane,Tottenham,2536,29,7,3.7,0.7170000000000001,1.5,7,7.71
Philippe Coutinho,Liverpool,2245,13,7,3.4,0.8390000000000001,0.2,8,7.56
Kevin De Bruyne,Man City,2885,6,18,2.4,0.82,0.4,9,7.55
Roberto Firmino,Liverpool,3069,11,7,2.9,0.794,1.8,5,7.54
Christian Eriksen,Tottenham,3167,8,15,3.7,0.802,0.6,7,7.54
Sadio Mané,Liverpool,2248,13,5,2.1,0.775,1.6,2,7.51
Romelu Lukaku,Everton,3267,25,6,3.0,0.655,3.7,6,7.5
Josh Harrop,Man Utd,90,1,0,2.0,0.976,0.0,1,8.34
Sergio Romero,Man Utd,180,0,0,0.0,0.7170000000000001,0.0,1,8.17
Demetri Mitchell,Man Utd,90,0,0,0.0,0.86,0.0,0,8.15
Eden Hazard,Chelsea,3007,16,5,2.1,0.8420000000000001,0.6,13,7.82
Alexis Sánchez,Arsenal,3224,24,10,3.4,0.736,0.4,11,7.75
Paul Pogba,Man Utd,2610,5,4,3.1,0.851,2.8,4,7.72
Harry Kane,Tottenham,2536,29,7,3.7,0.7170000000000001,1.5,7,7.71
Calum Chambers,Arsenal,90,1,0,2.0,0.8240000000000001,8.0,0,7.63
Philippe Coutinho,Liverpool,2245,13,7,3.4,0.8390000000000001,0.2,8,7.56
Kevin De Bruyne,Man City,2885,6,18,2.4,0.82,0.4,9,7.55
Roberto Firmino,Liverpool,3069,11,7,2.9,0.794,1.8,5,7.54
Christian Eriksen,Tottenham,3167,8,15,3.7,0.802,0.6,7,7.54
Dimitri Payet,West Ham,1515,2,6,3.1,0.807,0.2,5,7.53
Sadio Mané,Liverpool,2248,13,5,2.1,0.775,1.6,2,7.51
Romelu Lukaku,Everton,3267,25,6,3.0,0.655,3.7,6,7.5
Nicolás Otamendi,Man City,2592,1,1,0.5,0.882,3.9,2,7.49
Gabriel Jesus,Man City,651,7,4,2.4,0.81,0.8,1,7.49
Danny Rose,Tottenham,1533,2,2,1.3,0.773,1.5,1,7.44
Andy Carroll,West Ham,1314,7,1,2.2,0.583,9.2,4,7.43
Virgil van Dijk,Southampton,1854,1,0,0.8,0.843,4.7,3,7.43
Zlatan Ibrahimovic,Man Utd,2437,17,5,4.1,0.736,3.0,5,7.41
Diego Costa,Chelsea,3090,20,7,3.2,0.752,1.3,5,7.41
Marcos Alonso,Chelsea,2694,6,3,1.5,0.778,2.4,1,7.39
Wilfried Zaha,Crystal Palace,3025,7,9,1.4,0.799,0.4,4,7.38
Christian Benteke,Crystal Palace,3138,15,2,2.9,0.596,9.0,7,7.36
Dele Alli,Tottenham,3045,18,7,2.5,0.8079999999999999,0.4,2,7.35
Ander Herrera,Man Utd,2467,1,6,1.2,0.8759999999999999,0.9,5,7.35
Sergio Agüero,Man City,2407,20,3,4.5,0.8240000000000001,0.2,6,7.33
Shkodran Mustafi,Arsenal,2275,2,2,0.9,0.8270000000000001,3.9,1,7.33
Jordan Henderson,Liverpool,2118,1,4,0.7,0.8590000000000001,1.1,2,7.3
Mesut Özil,Arsenal,2848,8,9,1.2,0.866,0.2,4,7.3
